title,genre,release_date,popularity,vote_average,vote_count,runtime,original_language
I'll Take Sweden,comedy music romance,1965,1.03,5.5,4,97.0,en
Johnny Cool,action thriller,1963,0.24,6.0,3,103.0,fr
War and Peace: Part III: The Year 1812,drama romance war,1967,0.41,7.0,1,84.0,ru
Witchboard III: The Possession,drama horror,1995,0.35,3.8,4,93.0,fr
Prairie Fever,action western,2008,1.15,2.8,6,81.0,en
Pleasure or Pain,drama thriller,2013,4.23,4.5,21,102.0,en
The Pee-Wee Herman Show on Broadway,comedy,2011,0.29,6.3,5,89.0,en
Nine Days of One Year,drama,1961,0.18,7.8,4,111.0,ru
Yellowstone Kelly,adventure western,1959,0.4,5.5,3,91.0,en
The Last Challenge,western,1967,2.12,6.3,3,105.0,en
Two Seconds,drama,1932,0.5,6.1,5,67.0,en
The Prisoner,drama,1955,0.74,7.1,4,95.0,en
War and Peace: Part I: Andrei Bolkonsky,drama war,1965,0.73,7.9,4,147.0,ru
The Legend of Hell's Gate: An American Conspiracy,action adventure history western,2011,0.54,3.9,8,108.0,en
These Wilder Years,drama,1956,0.46,5.9,4,91.0,en
The Burglar,crime drama,1957,0.25,4.3,4,90.0,en
The Roots of Heaven,adventure drama,1958,0.52,5.9,4,121.0,en
Richard Pryor: Omit the Logic,documentary,2015,3.51,7.0,20,83.0,en
Unstable Fables: 3 Pigs & a Baby,animation family,2008,1.8,5.4,8,78.0,en
Richard The Lionheart,action adventure,2013,0.48,1.9,4,100.0,en
The Adventures of Barry McKenzie,comedy,1972,0.51,6.2,5,114.0,en
My Mom's a Werewolf,comedy horror,1989,0.95,3.4,8,90.0,en
The Conspirators,drama history thriller,1944,0.76,5.5,3,101.0,en
I Accidentally Domed Your Son,action comedy,2004,0.04,7.0,1,0.0,en
The Lovers,drama family fantasy romance,1994,1.58,6.4,9,107.0,zh
One Foot in Heaven,comedy,1991,1.09,6.1,7,99.0,it
Mandrake,horror science thriller,2010,2.39,2.9,12,89.0,en
Medium Raw,fantasy horror thriller,2010,0.82,3.9,7,111.0,en
Three Violent People,drama western,1957,0.26,5.1,7,100.0,fr
The Virginian,romance western,1946,1.02,2.8,4,90.0,en
Robin of Locksley,adventure drama,1996,1.08,4.0,2,97.0,en
The Mark,action thriller,2012,0.54,3.2,5,95.0,en
The Last Rites of Ransom Pride,action drama western,2010,1.52,3.8,7,83.0,en
The Big Mouth,action comedy crime,1967,0.14,5.3,3,107.0,en
Parrish,drama romance,1961,1.06,6.0,3,138.0,en
Space Warriors,adventure family science,2013,2.44,4.6,12,93.0,en
Something of Value,drama,1957,0.68,5.4,4,113.0,en
Snake Eater,action thriller,1989,0.48,4.9,6,91.0,en
I Ought to Be in Pictures,comedy drama,1982,0.51,6.0,1,108.0,en
The Ghost of Yotsuya,horror,1959,1.27,6.8,12,76.0,ja
In Cold Blood,crime tv,1996,1.59,4.6,6,240.0,en
The Trap,crime mystery thriller,1946,0.6,6.9,6,62.0,en
Restitution,action crime mystery romance thriller,2011,0.7,3.8,9,101.0,en
Walking Tall Part II,action adventure crime drama,1975,1.02,5.1,11,109.0,en
Time Limit,drama mystery war,1957,0.09,5.5,2,96.0,en
Laughter in Paradise,comedy,1951,1.75,6.9,10,93.0,en
Fun on a Weekend,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1947,0.36,7.0,1,93.0,en
Fist of Jesus,action comedy horror,2012,0.87,7.6,15,15.0,es
Print the Legend,documentary,2014,1.47,7.1,17,100.0,en
The Divine Move,action crime drama,2014,1.71,6.9,30,118.0,ko
Bowery at Midnight,action comedy crime horror,1942,1.2,5.5,2,61.0,en
Lucky Country,drama history thriller western,2009,0.34,3.3,2,96.0,en
Tasting Menu,comedy,2013,0.93,4.0,1,85.0,es
The Court-Martial of Jackie Robinson,drama,1990,0.08,10.0,1,100.0,en
Three Cases of Murder,mystery,1955,0.83,5.6,8,99.0,en
The Fountain of Youth,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1958,0.05,5.0,1,27.0,en
Always for Pleasure,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1978,0.1,7.0,3,58.0,en
Jubilation Street,drama war,1944,0.34,6.7,3,73.0,ja
Army,drama,1944,0.43,7.5,4,87.0,ja
Immortal Love,drama romance,1961,0.22,8.0,2,103.0,ja
Citizen Koch,documentary,2013,0.33,6.3,3,85.0,en
Giuseppe Makes a Movie,documentary,2014,0.23,6.4,4,82.0,en
Youth of the Son,comedy drama,1952,0.08,5.0,1,44.0,ja
"""Another Day: Another Time: Celebrating the Music of """"Inside Llewyn Davis""""""",documentary,2013,0.4,9.3,3,101.0,en
Margaret,comedy drama romance tv,2009,0.52,0.0,0,113.0,en
Bunny Drop,comedy drama,2011,0.98,6.7,11,114.0,ja
I Know You Know,comedy drama thriller,2009,2.13,6.8,5,81.0,en
Awaydays,drama foreign,2009,1.17,5.4,9,105.0,en
Double Game,action foreign thriller,1977,0.0,0.0,0,0.0,it
Bad Seed,comedy,1934,0.25,3.0,2,77.0,fr
Love and Distrust,drama romance,2010,1.21,4.8,11,93.0,en
2012: Ice Age,action adventure science,2011,7.5,3.8,84,91.0,en
FBI: Frikis buscan incordiar,comedy,2004,0.04,2.0,1,85.0,es
Doubting Thomas,comedy,1935,0.05,0.0,0,73.0,en
The Phantom Light,mystery thriller,1935,0.11,5.8,2,76.0,en
Pretty Cool,comedy fantasy,2005,0.25,4.9,5,92.0,en
Expelled,comedy,2014,9.32,6.2,187,85.0,en
Björk at the Royal Opera House,music,2002,0.42,6.8,4,94.0,en
Christmas Comes but Once a Year,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1936,0.11,7.0,3,9.0,en
Manson,documentary,1973,0.15,5.9,5,83.0,en
Guyana Tragedy: The Story of Jim Jones,drama tv,1980,0.21,4.5,4,192.0,en
It's a Bird,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1930,0.11,8.0,2,14.0,en
Stephen Fry In America - New World,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,,0.05,8.0,1,59.0,en
The Trip to Squash Land,adventure animation fantasy,1967,0.25,4.6,5,2.0,da
Eat,drama,2011,0.6,8.0,1,15.0,en
Halloweentown High,adventure comedy family fantasy tv,2004,4.02,5.9,67,82.0,en
100 Years at the Movies,documentary,1994,0.38,8.0,6,9.0,en
Rage of Angels,action adventure drama romance,1983,0.98,4.5,1,189.0,en
Rudolph the Red-Nosed Reindeer,animation family fantasy music,1948,0.32,6.8,7,8.0,en
Boo to You Too! Winnie the Pooh,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1996,0.12,6.8,3,21.0,en
Barbie: A Fashion Fairytale,animation family,2010,4.29,6.4,70,79.0,en
The Mystery of the Leaping Fish,comedy crime mystery,1916,0.44,6.5,4,25.0,en
The 3 Rs,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2011,1.56,5.8,13,1.0,en
Suur Tõll,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1980,0.08,9.0,2,14.0,en
We Can Be Heroes,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2005,0.14,7.8,4,164.0,en
Bob's Birthday,animation comedy,1994,0.18,6.6,5,12.0,en
The Little Matchgirl,animation drama,2006,3.53,7.3,33,7.0,en
How They Get There,comedy romance,1997,0.73,7.0,7,3.0,en
Istanbul,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1985,0.01,0.0,0,0.0,nl
The Horribly Slow Murderer with the Extremely Inefficient Weapon,comedy horror,2008,1.86,6.6,36,10.0,en
Hedgehog in the Fog,adventure animation family fantasy,1975,2.64,7.4,44,11.0,ru
Snowballs,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2011,0.5,6.0,7,5.0,en
Archie To Riverdale and Back Again,comedy tv,1990,0.05,5.5,1,100.0,en
Darling Trap,comedy,2014,1.99,4.8,23,90.0,fr
Mr. Average,comedy foreign romance,2006,0.42,7.5,3,90.0,fr
Delphine 1: Yvan 0,comedy,1996,0.35,6.0,6,91.0,en
Doomsday Prophecy,action science thriller,2011,2.44,4.0,30,89.0,en
The King's Whore,drama history romance,1990,0.55,4.6,6,138.0,en
Le printemps: l'automne et l'amour,comedy drama,1955,0.0,0.0,0,95.0,fr
Nom de code : Rose,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2012,0.52,4.9,6,0.0,fr
Powder Room,comedy,2013,3.06,5.3,9,86.0,en
The Sex and Violence Family Hour,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1983,1.44,0.0,0,60.0,en
So Sweet: So Dead,crime drama horror mystery romance thriller,1972,0.8,7.0,5,89.0,en
Homework,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1989,0.05,5.0,1,86.0,en
Internes Can't Take Money,crime drama romance,1937,0.12,7.0,2,78.0,en
I Met Him in Paris,comedy romance,1937,0.73,5.5,2,86.0,en
Subliminal Seduction,drama science,1996,1.01,4.0,3,81.0,en
Modris,drama,2014,0.06,5.0,1,98.0,en
Wolves,action horror,2014,11.48,5.7,82,90.0,en
Planet Ocean,documentary,2012,2.37,7.1,22,94.0,fr
American Heist,action,2014,6.28,4.3,160,94.0,en
Miraculum,drama,2014,0.82,5.3,11,104.0,fr
Solyaris,drama science tv,1968,0.25,8.0,1,142.0,ru
The Hyperboloid of Engineer Garin,adventure drama science,1965,1.54,4.0,6,96.0,ru
Strange Magic,animation family fantasy music,2015,10.19,6.2,105,99.0,en
Paris-Manhattan,comedy romance,2012,4.2,5.3,67,79.0,fr
7 Days in Havana,drama,2012,5.37,5.4,23,129.0,es
Love Steaks,comedy drama romance,2013,1.93,5.6,19,89.0,de
Tsatsiki,drama family,1999,1.18,5.2,8,91.0,sv
One in a Million,comedy,1995,0.16,4.5,2,87.0,sv
Sunes sommar,comedy,1993,0.94,5.9,17,83.0,sv
The Girls,comedy foreign,1968,0.26,6.5,4,100.0,sv
The Case of the Bloody Iris,thriller,1972,1.74,6.3,12,94.0,it
Darker Than Night,horror thriller,2014,1.03,4.0,18,100.0,es
The Blue Room,crime drama thriller,2014,2.49,6.2,32,75.0,fr
Our Sunhi,drama romance,2013,1.49,7.1,12,89.0,ko
Two Years at Sea,documentary,2011,0.58,6.0,8,88.0,en
A Spell to Ward Off the Darkness,documentary music,2013,0.22,7.2,6,94.0,en
The Last Time I Saw Macao,documentary thriller,2012,0.37,6.7,3,85.0,pt
Borsalino,crime drama,1970,4.47,6.7,25,126.0,fr
Bank Shot,comedy crime,1974,1.41,5.4,8,83.0,en
Ten Minutes Older,documentary,1978,0.18,5.8,4,10.0,lv
These Amazing Shadows,documentary,2011,1.26,7.5,25,88.0,en
Journey to the Beginning of Time,adventure family fantasy,1955,1.52,8.0,11,93.0,cs
Spend It All,documentary,1971,0.0,5.0,1,43.0,en
small roads,documentary,2011,0.05,5.0,1,103.0,en
The Fabulous Baron Munchausen,adventure animation fantasy,1962,1.18,6.0,8,83.0,cs
All In This Tea,documentary,2007,0.0,0.0,0,70.0,en
Letter from Siberia,documentary,1957,0.47,8.0,4,62.0,en
Gerhard Richter Painting,documentary,2012,0.73,7.1,8,97.0,en
City Zero,comedy drama science,1989,0.87,6.3,12,103.0,ru
Bells from the Deep,documentary,1993,0.03,6.6,9,60.0,de
The Gardener,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1912,0.17,5.0,1,34.0,en
The Sea Vultures,drama,1915,0.0,0.0,0,44.0,sv
The Shoe,comedy drama,1998,0.08,5.0,1,83.0,lv
The Devil Thumbs a Ride,crime,1947,0.63,5.6,7,62.0,en
The Man They Could Not Hang,horror science thriller,1939,0.67,6.2,8,64.0,en
Fantomas vs. Scotland Yard,adventure comedy crime fantasy,1967,5.45,6.9,83,104.0,fr
Megacities,documentary,1998,0.41,7.0,3,94.0,en
Gertie the Dinosaur,animation comedy,1914,1.91,6.7,27,12.0,en
Blood: Sweat + Vinyl: DIY in the 21st Century,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2011,0.01,0.0,0,92.0,en
Art and Craft,documentary,2014,0.31,7.1,6,90.0,en
Defenders of Riga,action drama history war,2007,0.45,6.0,3,118.0,en
Gulf Stream Under the Iceberg,drama fantasy,2012,1.76,3.5,2,122.0,en
@Suicide Room,animation drama thriller,2011,3.74,7.7,113,110.0,pl
Kolka Cool,comedy drama,2011,0.11,10.0,2,97.0,lv
Project Almanac,science thriller,2015,9.36,6.4,953,106.0,en
Louis C.K.: Live at The Comedy Store,comedy,2015,2.52,7.4,58,65.0,en
I Am Michael,drama,2015,9.57,6.2,45,98.0,en
I'll See You in My Dreams,comedy drama,2015,4.96,6.3,51,92.0,en
Beaver Trilogy Part IV,documentary,2015,0.13,8.0,3,0.0,en
The Hunting Ground,documentary,2015,2.41,7.6,55,103.0,en
Most Likely to Succeed,documentary drama,2015,0.18,8.5,4,86.0,en
6 Desires,documentary,2014,0.12,7.0,2,85.0,en
A Story of Children and Film,documentary,2013,0.72,7.0,9,105.0,en
Girlhood,drama,2014,4.22,6.5,111,112.0,fr
Unexpected,comedy drama,2015,4.14,5.8,37,90.0,en
Stations of the Cross,drama,2014,6.58,7.2,38,110.0,de
The Referees,documentary,2009,0.71,6.0,6,77.0,en
The Referee,comedy,2013,0.92,6.0,22,96.0,en
The Count of Monte Cristo,adventure drama romance,1954,1.32,6.8,2,183.0,fr
The Hunchback of Paris,action adventure,1959,2.79,6.8,16,105.0,en
Project Wild Thing,documentary,2013,0.01,0.0,0,80.0,en
Trojan Eddie,drama foreign romance,1996,0.33,5.0,1,105.0,en
Miss Julie,drama,2014,3.79,5.8,46,120.0,en
Evilenko,crime drama horror thriller,2004,1.8,5.4,27,111.0,it
Alien Outpost,action science thriller,2014,4.9,4.6,85,93.0,en
The Guard from the Underground,crime drama horror thriller,1992,0.01,5.5,3,96.0,ja
Wicked Woman,drama,1953,0.48,4.3,4,77.0,en
Rio Diablo,tv western,1993,0.18,0.0,1,120.0,en
Massaï: les guerriers de la pluie,adventure drama,2004,0.07,8.5,2,94.0,fr
Hippie Masala - Forever in India,documentary,2006,0.38,3.8,3,93.0,en
The Photographer,thriller,2014,0.23,6.8,3,110.0,en
Casa de Lava,drama,1995,1.43,7.3,4,105.0,pt
Private Confessions,drama,1996,0.77,5.0,4,0.0,sv
One Way Boogie Woogie,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1977,0.04,6.4,5,60.0,en
natural history,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2014,0.11,5.0,2,77.0,en
Poetical Refugee,drama,2000,0.8,6.5,6,130.0,en
Londra chiama Polo Nord,drama war,1956,0.67,7.0,1,,de
Under Ten Flags,history war,1960,0.86,5.4,6,110.0,it
The Shuttered Room,drama horror mystery,1967,1.59,6.0,13,99.0,en
The Strange Affair,drama,1968,0.07,4.3,2,106.0,en
The Bat,comedy music romance,1979,0.0,6.0,1,141.0,ru
We Are Young. We Are Strong.,drama,2014,1.35,7.3,20,123.0,de
The Prophet,comedy,1968,0.73,6.5,1,100.0,it
Sweet Deceptions,drama romance,1960,0.05,5.0,1,95.0,en
Letters of a Novice,drama,1960,0.2,6.3,2,82.0,en
Come Have Coffee with Us,comedy,1970,0.19,5.2,3,98.0,it
I Don't Kiss,drama,1991,1.18,6.8,5,115.0,en
In the Name of My Daughter,drama,2014,1.76,5.7,22,122.0,fr
Yeti: The Giant of the 20th Century,adventure fantasy,1977,0.38,5.0,2,118.0,en
What the Day Owes the Night,drama history romance,2012,3.55,7.4,48,182.0,en
Scourge,drama horror mystery science,2008,0.88,4.0,11,92.0,en
Kawa,drama foreign,2010,0.94,5.0,1,76.0,en
My So-Called Father,drama,2014,1.04,5.5,4,123.0,sv
Dauria,drama history,1972,0.24,7.0,1,172.0,ru
Fantômas: The Dead Man Who Killed,crime drama,1913,0.41,6.4,8,90.0,fr
Spellcaster,horror mystery,1992,0.66,4.7,3,83.0,en
$1:000 on the Black,western,1966,0.63,6.0,2,104.0,it
Finders Killers,western,1971,0.0,0.0,0,92.0,it
People in Places,comedy drama,2013,0.35,5.0,2,83.0,en
Anita,drama foreign romance thriller,2009,0.47,6.1,5,104.0,en
Beer for My Horses,action comedy,2008,2.03,5.3,9,86.0,en
Beethoven's 5th,comedy family,2003,3.97,4.5,34,91.0,fr
Beethoven's Big Break,comedy,2008,12.82,4.3,26,101.0,fr
Beethoven's Christmas Adventure,comedy family,2011,4.48,5.3,20,90.0,en
Freedom Song,drama,2000,0.03,0.0,0,112.0,en
Hard Promises,comedy romance,1991,0.0,6.0,1,95.0,en
One Man's Justice,action thriller,1996,0.15,5.5,2,100.0,en
Shadow,action drama,1956,0.3,5.5,2,98.0,pl
The Great Scout & Cathouse Thursday,action comedy western,1976,1.07,4.4,7,102.0,en
Three Many Weddings,comedy,2013,7.52,6.2,54,94.0,es
The Red Inn,comedy crime,1951,1.46,6.6,14,98.0,fr
The Oldest Profession,comedy drama,1967,0.98,5.5,4,119.0,fr
The Long and the Short and the Tall,drama war,1961,0.58,7.3,7,110.0,en
They All Lie,drama,2009,0.1,5.5,2,75.0,es
Super Duper Alice Cooper,documentary music,2014,1.07,6.4,6,86.0,en
Beck 04 - Öga för öga,crime,1998,0.56,6.3,6,90.0,sv
Emergency Squad,action foreign thriller,1974,0.01,5.9,4,95.0,it
Blood: Sweat and Fear,crime drama foreign romance,1975,0.29,0.0,0,90.0,it
Convoy Busters,action crime thriller,1978,0.13,7.0,2,101.0,it
Speed Cross,action,1980,0.47,2.0,1,88.0,it
Goodbye & Amen,thriller,1978,0.6,10.0,1,103.0,it
A Man on His Knees,thriller,1979,0.0,4.0,1,0.0,it
A Christmas Kiss,family romance tv,2011,6.28,6.1,37,96.0,en
Attila Marcel,comedy drama,2013,2.04,6.6,21,106.0,fr
Naan Kadavul,action drama music mystery,2009,0.48,7.5,4,150.0,ta
My Mistress,drama romance,2014,1.26,5.9,16,104.0,en
Jönssonligans största kupp,comedy crime,1995,0.36,5.6,7,99.0,sv
Studentfesten,comedy,2013,0.05,4.5,7,98.0,sv
Kommissarie Späck,comedy,2010,0.29,5.1,8,82.0,en
Lilla Jönssonligan och Cornflakeskuppen,comedy family,1996,0.82,5.1,7,90.0,sv
The Boy Next Door,thriller,2015,10.2,4.1,1034,91.0,en
John Doe: Vigilante,crime thriller,2014,2.54,6.7,57,93.0,en
Diary of a Chambermaid,drama,2015,2.97,5.2,41,96.0,fr
Timbuktu,drama,2014,5.09,6.9,152,95.0,fr
The Year Without a Santa Claus,animation family,1974,1.58,6.7,33,51.0,en
Artifact,documentary music,2012,6.64,7.6,41,105.0,en
Adult Camp,comedy,2015,0.14,6.0,1,92.0,fi
Waltz Across Texas,romance,1982,0.42,0.0,0,99.0,en
Spy: Stand Up,thriller,1982,1.95,6.1,6,98.0,fr
The Common Man,drama thriller,1975,0.73,5.6,5,90.0,fr
Un milliard dans un billard,crime,1965,0.0,0.0,0,,fr
The Joy of Living,comedy,1961,0.63,6.2,3,132.0,it
The Walls of Malapaga,drama,1949,0.44,4.5,4,95.0,fr
Scandali nudi,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1968,0.3,0.0,0,0.0,it
Drew: The Man Behind the Poster,documentary,2013,5.58,7.5,11,97.0,en
The Last Five Years,comedy drama music romance,2014,5.02,5.5,145,94.0,en
The Ghosts in Our Machine,documentary,2013,0.4,8.0,3,93.0,en
Dragonheart 3: The Sorcerer's Curse,action adventure fantasy,2015,11.63,4.5,82,97.0,en
12:01 PM,science,1990,1.93,5.8,6,25.0,en
The Great Los Angeles Earthquake,action drama,1990,1.32,6.8,5,180.0,en
Wasteland,drama,1960,0.0,0.0,0,0.0,fr
Hababam Sınıfı Sınıfta Kaldı,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1975,1.34,7.8,12,91.0,tr
The Moromete Family,drama,1987,0.6,7.4,9,142.0,ro
Bey Yaar,comedy drama family,2014,0.33,8.0,3,150.0,en
The Outsider,action crime drama thriller,1983,5.9,6.1,17,100.0,fr
Le bel indifférent,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1957,0.04,6.0,1,29.0,en
Ilsa: Harem Keeper of the Oil Sheiks,action horror,1976,1.44,4.6,14,94.0,en
Hotel Hell Vacation,comedy,2010,1.48,5.5,8,14.0,en
Kinetta,drama,2005,0.19,5.5,4,95.0,el
Céleste,drama,1981,0.27,5.0,1,107.0,en
Gamera vs. Zigra,action adventure science,1971,0.6,3.2,8,87.0,ja
Eddie Izzard: Circle,comedy,2002,1.74,7.4,10,82.0,en
Secrets of Eden,drama mystery tv thriller,2012,3.57,4.8,6,85.0,en
The Man in the Orange Jacket,crime horror thriller,2015,1.77,5.3,7,71.0,lv
Sense and Sensibility,drama,2008,1.72,7.9,19,174.0,en
Ilsa: the Mad Butcher,drama horror,1977,3.88,5.0,16,90.0,de
Love Camp,adventure drama thriller,1977,1.64,6.2,5,71.0,de
How to Fall in Love,comedy romance tv,2012,1.25,5.2,20,0.0,en
Universal Soldier,action drama,1972,0.06,7.0,1,94.0,en
Tarzan's Savage Fury,action adventure,1952,0.67,5.0,2,81.0,en
J.D.'s Revenge,action thriller,1976,0.0,6.7,3,95.0,en
Tis kakomoiras,comedy,1963,0.57,7.9,8,96.0,el
Loaf and Camouflage,comedy,1984,0.66,7.4,9,99.0,en
Superfast!,action comedy,2015,5.89,4.5,94,99.0,en
Fort Saganne,drama history war,1984,1.85,6.9,7,180.0,fr
Police Python 357,action crime thriller,1976,0.93,6.2,10,125.0,fr
France société anonyme,science,1974,0.12,4.0,1,,fr
The Do-Deca-Pentathlon,comedy,2012,3.3,4.8,12,76.0,en
Effie Gray,drama,2014,6.81,6.2,49,108.0,en
Grigris,drama,2013,0.37,6.7,6,101.0,fr
Camp,drama,2013,0.65,7.5,4,111.0,en
Pretty Things,drama,2001,1.87,5.0,15,105.0,fr
Broken Bridges,drama music,2006,1.12,4.3,6,105.0,en
Hell Behind the Bars,action drama,1984,0.0,6.0,1,82.0,it
The Dove Must Not Fly,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1970,0.0,0.0,0,0.0,it
Lo sgarbo,crime drama,1975,0.0,0.0,0,105.0,en
The Gamers,action comedy foreign thriller,2002,0.51,6.7,13,48.0,en
Garage Sale Mystery,mystery,2013,1.98,5.9,15,120.0,en
Merchants of Doubt,documentary,2014,1.74,7.5,36,96.0,en
Every Thing Will Be Fine,drama,2015,5.72,5.3,79,118.0,en
Demonic,horror thriller,2015,9.23,5.0,153,83.0,en
What Have They Done to Your Daughters?,mystery thriller,1974,1.09,7.1,13,87.0,it
A Black Veil for Lisa,thriller,1968,0.45,5.4,4,95.0,it
Bandidos,action drama western,1967,0.49,6.3,6,95.0,it
If You Don't Stop It...You'll Go Blind!!!,comedy,1975,0.29,0.0,0,80.0,en
In God We Teach,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2011,0.04,4.0,1,62.0,en
Marvel One-Shot: Item 47,action fantasy science,2012,5.57,6.6,114,12.0,en
La Domination Masculine,documentary,2009,0.46,5.8,4,103.0,fr
The Confessions of Bernhard Goetz,crime documentary,1987,0.04,0.0,0,78.0,en
The City Defends Itself,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1951,0.42,0.0,0,0.0,it
Gelosia,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1953,0.3,3.0,1,0.0,it
Hank and Asha,comedy romance,2014,0.17,4.0,2,73.0,en
Ingenious,comedy drama romance,2009,1.31,5.3,25,85.0,en
JFK: The Smoking Gun,documentary,2013,0.85,0.0,1,81.0,en
Charleston,comedy,1977,0.72,5.3,10,93.0,it
A Blank on the Map,documentary,1971,0.0,0.0,0,59.0,en
Cool Breeze,action crime,1972,0.54,6.0,3,101.0,en
Fear in the Night,mystery thriller,1972,0.02,6.7,6,94.0,en
The Color of Milk,comedy drama,2004,1.21,5.0,2,94.0,no
Missionary,drama thriller,2013,0.3,5.1,7,90.0,en
Shoot the Living and Pray for the Dead,action western,1971,0.01,3.6,4,90.0,it
Who Killed the Prosecutor and Why?,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1972,0.12,6.0,1,90.0,it
Arnold,comedy horror mystery thriller,1973,1.82,4.8,3,94.0,en
The Robot vs. The Aztec Mummy,horror science,1958,1.19,2.8,10,65.0,es
Too Many Ways to Be No. 1,action comedy crime,1997,0.87,5.0,1,90.0,cn
Los Flamencos,comedy,2013,0.69,6.5,3,0.0,en
My Best Friend's Wife,comedy romance,1998,0.83,6.3,12,100.0,it
That's Life,comedy,1998,4.8,7.5,206,108.0,it
Unchained,crime drama,1955,0.58,0.0,0,75.0,en
The Children of Sanchez,drama,1978,0.01,6.0,2,126.0,en
Violence for Kicks,action crime,1979,0.07,6.0,1,88.0,en
Arc,drama mystery thriller,2006,0.47,6.0,4,113.0,en
Spare Parts,action drama family,2015,6.86,6.6,65,83.0,en
Impy's Wonderland,adventure animation family fantasy,2008,1.22,7.1,9,84.0,de
Old Man Drinking a Glass of Beer,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1898,0.15,5.0,4,1.0,en
Lights Out,drama mystery thriller,2010,1.19,5.7,12,87.0,fr
My Wife: A Body to Love,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1973,0.0,0.0,0,90.0,it
Gardenia,crime,1979,0.11,0.0,0,100.0,it
Fear In The City,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1981,0.0,0.0,0,88.0,it
The Flower with Petals of Steel,thriller,1973,0.48,7.0,2,90.0,it
Familiar Ground,comedy foreign,2011,0.45,6.5,2,90.0,fr
The Dependent,drama,1969,0.44,8.8,4,87.0,es
Bestiary,documentary,2012,0.09,7.5,2,72.0,fr
Carcasses,documentary,2009,0.11,7.7,3,72.0,en
The Gold Bug,comedy drama,2014,0.19,0.0,0,100.0,es
Assassin,crime thriller,2015,1.78,3.8,13,82.0,en
Mission Bloody Mary,adventure,1965,0.02,0.0,0,101.0,en
Password: Uccidete agente Gordon,action adventure,1966,0.01,0.0,0,95.0,en
The incredible Paris Incident,action adventure comedy science,1967,0.29,1.0,1,85.0,it
Broken Blossoms,drama romance,1936,0.21,5.0,1,84.0,en
Rio,crime,1939,0.33,5.0,1,77.0,en
Guest in the House,drama thriller,1944,0.55,3.1,4,121.0,en
The Diamond Queen,adventure romance,1953,0.0,0.0,0,80.0,en
The Boxer's Omen,action foreign horror,1983,1.4,7.3,14,99.0,en
Dracula in Pakistan,horror,1967,0.32,4.0,1,103.0,ur
Clown,horror,2014,6.43,5.3,372,100.0,en
Lost for Life,crime documentary,2013,0.58,5.6,8,75.0,en
Our Summer in Provence,comedy drama,2014,4.4,6.5,84,105.0,fr
The Drop Box,documentary,2014,0.22,6.2,5,79.0,en
California Dreaming,comedy drama romance,1979,0.44,4.5,4,92.0,en
Carry On Cowboy,comedy western,1966,5.24,6.1,30,93.0,en
Gidget Goes Hawaiian,comedy music romance,1961,0.21,4.6,4,101.0,en
Heat Wave,drama history,1990,0.08,0.0,0,100.0,en
Jailbait!,comedy drama,2000,0.8,4.7,3,94.0,en
