,Unnamed: 0,adult,budget,id,imdb_id,original_language,popularity,poster_path,release_date,revenue,runtime,status,title,video,vote_average,vote_count
950,950,False,0,176841,27980,en,0.283269,/xQWc31kJ3cMcMvNebMZLz9vaEGh.jpg,1936-03-27,0.0,65.0,Released,Moonlight Murder,False,6.0,1.0
951,951,False,0,125587,114007,en,0.064512,/weFodouv5VxhLndixC6HJ6s0ugs.jpg,1996-10-18,0.0,83.0,Released,Nothing Personal,False,4.0,1.0
952,952,False,0,39448,93229,cn,1.060097,/aVAxfAtIGf99mGCTxoTRcXsmaaX.jpg,1985-01-01,0.0,93.0,Released,Yes: Madam,False,7.4,11.0
953,953,False,0,52855,118927,en,1.463219,/1xhSnWEi6n7oVlN96t59pSBtNNm.jpg,1997-02-12,3028094.0,95.0,Released,Dangerous Ground,False,5.0,8.0
954,954,False,0,39940,48491,en,8.500509,/iOdP6Ybu5ZuNPm0c4zAnlTFF98B.jpg,1955-11-18,0.0,115.0,Released,Picnic,False,6.7,19.0
955,955,False,0,172868,113730,en,0.580724,/sO4lasAsXBDo78B7v7E9DNIrl3j.jpg,1995-01-26,0.0,96.0,Released,Madagascar Skin,False,0.0,0.0
956,956,False,0,85328,117357,en,0.537795,/rfZjAdKwceWQxlfFB7Em9XdpoLI.jpg,1996-07-26,0.0,99.0,Released,The Pompatus of Love,False,5.3,2.0
957,957,False,0,124632,117669,en,0.00264,/y6PIqj451fJjoJCKDA5nmaOqjE7.jpg,1995-01-01,0.0,77.0,Released,Small Wonders,False,0.0,0.0
958,958,False,0,11076,116329,en,5.511155,/azFDIXe7TgEgte7gHL8PkvXW0GC.jpg,1996-09-13,0.0,107.0,Released,Fly Away Home,False,6.6,114.0
959,959,False,0,63945,118742,en,1.262649,/jNlOtRzKZaA2pprSNyeVntP1eSJ.jpg,1997-04-14,294064.0,103.0,Released,Bliss,False,4.8,6.0
960,960,False,0,58985,116442,en,9.364418,/uxHVD9NKZPA1PqGhr7XJDVhY8Yi.jpg,1996-09-13,0.0,116.0,Released,Grace of My Heart,False,6.5,15.0
961,961,False,0,890,114354,de,0.751733,/wjvaafRCIGKLTJYm45oWgB494gJ.jpg,1995-09-08,0.0,127.0,Released,Brother of Sleep,False,6.8,6.0
962,962,False,25000000,10861,117011,en,7.370163,/sFqiNcytKYQgyBL8yyLHpd80roV.jpg,1996-09-13,51702483.0,100.0,Released,Maximum Risk,False,5.3,104.0
963,963,False,28000000,1770,117039,en,6.728199,/hwmoOMcrtnhMYPNjZKapoF7q4cL.jpg,1996-10-25,16900000.0,132.0,Released,Michael Collins,False,6.8,98.0
964,964,False,0,44465,117473,en,6.746475,/lXHMHKkCEG9Tksn4KvYGKrTEbIr.jpg,1996-09-13,8538318.0,94.0,Released,The Rich Man's Wife,False,4.9,11.0
965,965,False,0,2033,116635,en,1.226688,/pwADoLVt7sO79V9HtTUKLNSPTEt.jpg,1996-10-04,0.0,119.0,Released,Infinity,False,0.0,0.0
966,966,False,0,18203,115678,en,2.702973,/1n0H40ebJx1sO9itVvJ1jis0nqI.jpg,1996-09-20,0.0,107.0,Released,Big Night,False,6.8,45.0
967,967,False,67000000,9333,116830,en,11.845918,/fkURS96D2ceuocZIBuyiIBGHilF.jpg,1996-09-20,47267001.0,101.0,Released,Last Man Standing,False,6.2,263.0
968,968,False,0,47260,115847,en,1.625873,/1UXbJIszOEalpFY0BKkRn1cRv66.jpg,1996-01-24,0.0,110.0,Released,Caught,False,6.5,5.0
969,969,False,9000000,9400,117603,en,6.85606,/lfMk5h35Fccl5gOsBaeYvMnBUPb.jpg,1996-11-06,41590886.0,118.0,Released,Set It Off,False,6.9,66.0
970,970,False,0,9401,115438,en,4.989276,/fT4ELMHeGzrSk1x2guF6vImgtiy.jpg,1996-09-11,0.0,104.0,Released,2 Days in the Valley,False,5.9,73.0
971,971,False,2300000,12241,115994,en,2.781581,/9rEz6n5ypgE3Vu1M2RuNTah0Z7e.jpg,1996-09-06,49620.0,88.0,Released,Curdled,False,6.2,29.0
972,972,False,0,25739,83587,en,0.000308,/y8rFKNeYNh5DmRvmAWDEh9daRwN.jpg,1979-08-22,0.0,94.0,Released,L'associé,False,6.0,3.0
973,973,False,0,161806,116167,en,0.550278,/cA1RPXZ01k2gszSKFQ7hEwBMxLZ.jpg,1996-10-18,0.0,88.0,Released,Ed's Next Move,False,3.0,1.0
974,974,False,38000000,11306,116259,en,4.990506,/18WUNYhc58VQgBmJaFsaST9Uj69.jpg,1996-09-27,17380126.0,118.0,Released,Extreme Measures,False,5.7,80.0
975,975,False,45000000,9625,116421,en,5.918737,/2I1BMhKrjK9wcxvJ2SllttPIsIh.jpg,1996-10-04,0.0,92.0,Released,The Glimmer Man,False,4.7,102.0
976,976,False,0,10680,116000,en,5.511475,/umoEeNQqhvUg7jnpdGZnvNHCRFS.jpg,1996-10-04,22955097.0,104.0,Released,D3: The Mighty Ducks,False,5.3,99.0
977,977,False,50000000,6346,115862,en,3.998494,/dHwB9Fn2uBEkxkMZZxWpxMGrhL3.jpg,1996-10-11,22540359.0,113.0,Released,The Chamber,False,5.9,62.0
978,978,False,0,18660,72653,en,4.040945,/riyhAKdGo7DzcFanbDzFvZfx2yq.jpg,1975-07-01,0.0,100.0,Released,The Apple Dumpling Gang,False,6.6,34.0
979,979,False,0,35115,47977,en,5.497359,/116pwuzAGuaH8mXM1lwebbvW4Po.jpg,1955-05-25,0.0,93.0,Released,Davy Crockett: King of the Wild Frontier,False,5.9,14.0
980,980,False,0,14821,72951,en,7.151691,/3D4XNaaBZcHajoA6hcaeu1NLWxf.jpg,1975-03-21,20000000.0,97.0,Released,Escape to Witch Mountain,False,6.5,60.0
981,981,False,0,14136,64603,en,10.091707,/nZ1ZGuFP0okrwuGhvl7A2q3YSul.jpg,1968-12-22,0.0,107.0,Released,The Love Bug,False,6.0,126.0
982,982,False,0,10869,71607,en,4.914603,/1zwUtG1kwpJGtVqidpOrarswUB0.jpg,1974-02-14,0.0,88.0,Released,Herbie Rides Again,False,5.9,77.0
983,983,False,0,22660,50798,en,12.887829,/cpmJyQpmg6fF8VkBUAAFIs8tLKh.jpg,1957-12-25,0.0,83.0,Released,Old Yeller,False,7.0,68.0
984,984,False,0,19186,55277,en,5.807074,/hKjqjqIM8ZTHbpZOTWnsr19bgLt.jpg,1961-06-12,0.0,129.0,Released,The Parent Trap,False,6.8,92.0
985,985,False,0,31102,54195,en,3.254308,/oWxzmMZHIqtZLXztpPv5kbrcuD9.jpg,1960-05-19,0.0,134.0,Released,Pollyanna,False,6.9,50.0
986,986,False,0,6878,107131,en,7.186506,/yBFfd6AqraqKnP4HPPxTk5oUnjI.jpg,1993-02-03,0.0,84.0,Released,Homeward Bound: The Incredible Journey,False,6.6,218.0
987,987,False,0,15944,53271,en,3.404213,/d5KQS3ZFefJtgu7lISwl0IhSPs.jpg,1959-03-19,0.0,104.0,Released,The Shaggy Dog,False,6.2,22.0
988,988,False,0,18444,54357,en,4.623089,/jj2Pkkgrasm4A5AUqXwpJhb5VX3.jpg,1960-12-21,0.0,126.0,Released,Swiss Family Robinson,False,7.0,88.0
989,989,False,0,20723,59793,en,2.803679,/xRqSMfKJsTFVzcD07MmZbpLfRko.jpg,1965-12-02,0.0,112.0,Released,That Darn Cat!,False,6.4,28.0
990,990,False,5000000,173,46672,en,8.722406,/pdi0lk5a0Yaq2HAk5v7SAj8oxT7.jpg,1954-12-23,28200000.0,127.0,Released,20:000 Leagues Under the Sea,False,6.9,160.0
991,991,False,14000000,864,106611,en,8.30721,/neDmp7VSnopcjUcN8rgz9jusJyC.jpg,1993-09-30,154864401.0,98.0,Released,Cool Runnings,False,6.8,510.0
992,992,False,0,24795,109127,en,10.892812,/zdbzzEoWMYztvfGjm4kyKntwhEq.jpg,1994-07-15,50236831.0,102.0,Released,Angels in the Outfield,False,5.7,124.0
993,993,False,2900000,11224,42332,en,14.436858,/cdf4J7tDhSPAghWWgx9EnwQWBfF.jpg,1950-03-04,263591415.0,74.0,Released,Cinderella,False,6.8,1760.0
994,994,False,0,81310,63819,en,1.054814,/w71AMrpGQbRka6EJmj0jQ4dgMpg.jpg,1968-12-20,0.0,25.0,Released,Winnie the Pooh and the Blustery Day,False,7.8,20.0
995,995,False,0,15947,38166,en,8.702472,/1clx3Q0mQrK99KspAEs0EY8NCtD.jpg,1944-07-21,0.0,71.0,Released,The Three Caballeros,False,6.2,108.0
996,996,False,3000000,9078,57546,en,10.636458,/wZyRYmYrAWNiFhXohp4Ly8svpJH.jpg,1963-12-25,22182353.0,79.0,Released,The Sword in the Stone,False,6.9,935.0
997,997,False,0,29682,41890,en,0.901443,/6r2nvEUw1x06BGXOnledUDWn54z.jpg,1948-11-29,0.0,79.0,Released,So Dear to My Heart,False,6.3,5.0
998,998,False,48000000,8367,102798,en,10.639244,/SC1uy1zkxDFuEiZDIk5sq4eBbQ.jpg,1991-06-14,390493908.0,143.0,Released,Robin Hood: Prince of Thieves,False,6.6,937.0
999,999,False,6000000,433,58331,en,15.11549,/oPXf92g2gjlPqduj6vRH9yvh0Yb.jpg,1964-08-27,102272727.0,139.0,Released,Mary Poppins,False,7.4,1217.0
1000,1000,False,812000,11360,33563,en,14.655879,/r5IqhwZ61OuKlsyDwvXWyWQZK30.jpg,1941-10-22,1600000.0,64.0,Released,Dumbo,False,6.8,1206.0
1001,1001,False,10000000,11114,76538,en,7.644722,/cgkzUzFVFdTnHpAuazP5JCeJpzg.jpg,1977-11-03,0.0,128.0,Released,Pete's Dragon,False,6.4,201.0
1002,1002,False,20000000,12335,66817,en,10.362012,/1mWFExXAlUSgfBKGkK3mjH1iXk4.jpg,1971-10-07,17900000.0,117.0,Released,Bedknobs and Broomsticks,False,6.8,260.0
1003,1003,False,3000000,12092,43274,en,16.488937,/9gJa2B6M8jt85aDkb0MF98MLZ9T.jpg,1951-07-03,572000000.0,75.0,Released,Alice in Wonderland,False,7.0,1557.0
1004,1004,False,12000000,10948,82406,en,10.197106,/hDXg3U4eCxuqvrb7BEDXj2tAsdK.jpg,1981-07-10,29800000.0,82.0,Released,The Fox and the Hound,False,7.0,884.0
1005,1005,False,3000000,11229,116361,en,7.088533,/4MWOlH15xAAfAImKc44lD8b3dIf.jpg,1996-08-23,0.0,110.0,Released,Freeway,False,6.5,95.0
1006,1006,False,8200000,15121,59742,en,9.06773,/459fPVvI4lkEV0piSfcq0irKHi8.jpg,1965-03-02,286214286.0,174.0,Released,The Sound of Music,False,7.4,966.0
1007,1007,False,28000000,562,95016,en,16.640522,/r7CDkRjZIAP79skLaTTvRk8eUp3.jpg,1988-07-15,140767956.0,131.0,Released,Die Hard,False,7.5,4005.0
1008,1008,False,10000000,10163,104692,en,6.685948,/3tWLM3zMyh3KZOactn8mfjHml05.jpg,1992-03-05,32101000.0,108.0,Released,The Lawnmower Man,False,5.4,198.0
1009,1009,False,0,48862,118044,en,5.52185,/uLRs48H7PvhufiNyiiIWB2YcSaF.jpg,1996-09-04,0.0,103.0,Released,Unhook the Stars,False,6.2,11.0
1010,1010,False,0,117036,114597,en,0.001177,/oEjGkReYxgt0SaV8E25LcCmik1U.jpg,1995-09-13,0.0,85.0,Released,Synthetic Pleasures,False,0.0,0.0
1011,1011,False,0,47199,117582,en,2.943911,/bFt9DI5Rwxu8ZXBMJMdYxh9ObPp.jpg,1996-11-08,0.0,95.0,Released,The Secret Agent,False,5.0,7.0
1012,1012,False,4500000,11159,117589,en,11.223572,/8yRTeiJX4ckalsXO8DrTGSKoZym.jpg,1996-05-24,13417292.0,142.0,Released,Secrets & Lies,False,7.1,127.0
1013,1013,False,0,9591,117887,en,8.685761,/luSHsQYyX0aukrHPL5joYOxcsO9.jpg,1996-10-04,34585416.0,108.0,Released,That Thing You Do!,False,6.8,230.0
1014,1014,False,0,30500,117924,en,3.263681,/f0n7yAcN5JT3BRhmuUaG22axVBY.jpg,1996-10-18,4137645.0,93.0,Released,To Gillian on Her 37th Birthday,False,5.1,13.0
1015,1015,False,16000000,41843,117791,en,2.167132,/sarfAhGM1DH52BMPj4NosF7VnE0.jpg,1996-09-04,1985001.0,125.0,Released,Surviving Picasso,False,5.3,21.0
1016,1016,False,0,55058,116928,en,0.453988,/g0jawVk80QDN85kYMQl9idK1Rfh.jpg,1996-05-10,0.0,105.0,Released,Love Is All There Is,False,5.5,2.0
1017,1017,False,0,10938,115640,en,5.766163,/8z1ZkZoznIGLyx4xHEaQNZqG63D.jpg,1996-06-21,1500000.0,90.0,Released,Beautiful Thing,False,7.3,76.0
1018,1018,False,65000000,11412,116908,en,14.482345,/4MENR8x6mYqnZvp2hGjSaPJz64J.jpg,1996-10-11,89456761.0,120.0,Released,The Long Kiss Goodnight,False,6.4,323.0
1019,1019,False,50000000,10586,116409,en,10.789928,/yxSwciZCU5dUUNVtSgDoEMrxGyy.jpg,1996-10-11,75000000.0,109.0,Released,The Ghost and the Darkness,False,6.4,238.0
1020,1020,False,0,42314,116913,en,2.653817,/yXY9EdBCcY9VeOeu570cUlF6wgX.jpg,1996-10-11,0.0,112.0,Released,Looking for Richard,False,6.9,33.0
1021,1021,False,0,27845,117958,en,3.464286,/yN5MHg0WP1hje1XX9hwFT4YFmfJ.jpg,1996-10-11,0.0,95.0,Released,Trees Lounge,False,6.7,51.0
1022,1022,False,0,108365,117400,en,0.4319,/rxu3LfhWhPpaN4yHWnsW3y9tPw9.jpg,1996-09-09,0.0,0.0,Released,The Proprietor,False,0.0,0.0
1023,1023,False,0,23223,117202,en,0.881187,/ib495WLg26wBxvgx44qN41ypDSx.jpg,1996-01-26,0.0,101.0,Released,Normal Life,False,6.8,8.0
1024,1024,False,2400000,49471,116404,en,5.230661,/khxusCDdO5JKZ2MBE1xKA52Y5Rq.jpg,1996-10-16,5731103.0,120.0,Released,Get on the Bus,False,7.0,11.0
1025,1025,False,45000000,38153,120107,en,3.733574,/w1MCRsbCAIdOTobSmoU9KIEvZKF.jpg,1997-01-31,2154540.0,103.0,Released,Shadow Conspiracy,False,4.0,12.0
1026,1026,False,7000000,25147,116722,en,3.379677,/2OA9M8KribkctpSRDAlPu6yWOx8.jpg,1996-02-06,405000.0,123.0,Released,Jude,False,6.6,38.0
1027,1027,False,20000000,9716,116242,en,9.649113,/eCw5qDE5Jw1B9Cuzs8DJD4uwaZV.jpg,1996-12-06,0.0,101.0,Released,Everyone Says I Love You,False,6.5,149.0
1028,1028,False,0,43777,115600,es,0.401227,/r8t3br5OGnvyILuzEWIgvbWwqkc.jpg,1996-02-10,0.0,102.0,Released,Bitter Sugar,False,6.3,3.0
1029,1029,False,14500000,454,117509,en,11.774061,/6VsRWzhx9i3FNcggVrNwYLMUdxa.jpg,1996-10-31,147298761.0,120.0,Released,Romeo + Juliet,False,6.7,1406.0
1030,1030,False,200000,10218,117802,en,6.578025,/h1nLEgXCNK6sQgup22SYgNTrwJm.jpg,1996-10-18,4505922.0,94.0,Released,Swingers,False,6.8,255.0
1031,1031,False,44000000,819,117665,en,9.198283,/cDqEv4Fw4JZh2zCfecqw3z09L8z.jpg,1996-10-18,165615285.0,147.0,Released,Sleepers,False,7.3,729.0
1032,1032,False,0,38191,117781,en,2.35809,/8b7rrZx50M0mhmRFlY2zXl6Kk7N.jpg,1996-05-29,0.0,122.0,Rumored,The Sunchaser,False,6.1,8.0
1033,1033,False,0,56830,116714,en,0.271674,/t5R6BDzmKjPY0M0AHUoy0i5Is28.jpg,1996-12-10,0.0,96.0,Released,Johns,False,6.0,6.0
1034,1034,False,0,11238,115491,en,8.654244,/f6cwFA76j6aaRu1KOQ8bBYfSlLx.jpg,1996-05-20,0.0,81.0,Released,Aladdin and the King of Thieves,False,6.1,494.0
1035,1035,False,0,27256,43140,en,0.757337,/vN4bkACDLO3foJynEcTyJfOTvmJ.jpg,1952-02-18,0.0,88.0,Released,The Woman in Question,False,5.2,3.0
1036,1036,False,0,31530,29546,en,3.786353,/3be6vue3lbHtRACpJigYT6OYRYM.jpg,1937-05-07,0.0,109.0,Released,Shall We Dance,False,7.9,22.0
1037,1037,False,0,66473,28757,en,1.685981,/woERgwsyAb318gMMnvaoUKs3L3I.jpg,1937-11-19,0.0,101.0,Released,A Damsel in Distress,False,7.0,4.0
1038,1038,False,0,28120,39286,en,3.770441,/bF2FY0FiUf3daJxuowDKtimN1P9.jpg,1947-07-22,0.0,86.0,Released,Crossfire,False,6.1,26.0
1039,1039,False,0,1834,37101,en,3.433265,/tbyzfN1AUKTvzh058L9ZcOpS9Vn.jpg,1944-12-09,0.0,95.0,Released,Murder: My Sweet,False,7.2,48.0
1040,1040,False,0,26282,44863,en,1.715751,/1hvGaESoUw1nIXOr3mI1hWYmvtr.jpg,1952-04-30,0.0,81.0,Released,Macao,False,5.6,8.0
1041,1041,False,120,37218,109823,en,0.347124,/mtfwuX9dyIKSWcg8hWsrGn8c4jX.jpg,1993-10-01,0.0,115.0,Released,For the Moment,False,7.4,3.0
1042,1042,False,3000000,252,67992,en,12.416635,/b94qXd1FcIwgzv0NYMUe2bjrzJR.jpg,1971-06-29,4000000.0,100.0,Released,Willy Wonka & the Chocolate Factory,False,7.4,826.0
1043,1043,False,0,116356,111622,it,0.297781,/8U7Q531h9hQGxOSNyjRrrYSeKnZ.jpg,1994-01-28,0.0,85.0,Released,The Sexual Life of the Belgians,False,5.0,2.0
1044,1044,False,0,16372,55018,en,7.667964,/qdSlJ3lZITHDva5EI4lQHidZbf5.jpg,1961-12-25,0.0,100.0,Released,The Innocents,False,7.5,126.0
1045,1045,False,2000000,11561,70707,en,6.048904,/fna6VsLR1EX3cF29Pk2FYZkfsBv.jpg,1973-12-17,18344729.0,89.0,Released,Sleeper,False,7.0,206.0
1046,1046,False,2000000,11302,66808,en,4.331819,/8iZSARCskFPc3u5CDgE81wDmEj3.jpg,1971-04-28,11833696.0,82.0,Released,Bananas,False,6.7,167.0
1047,1047,False,7500000,623,95159,en,11.400353,/9gZZyQ8XStpUJBFU1ceU4xx1crv.jpg,1988-07-15,62493712.0,108.0,Released,A Fish Called Wanda,False,7.1,576.0
1048,1048,False,4000000,583,79470,en,10.714173,/cKpJnXJ6DzAGafAjUWB5PjT904O.jpg,1979-08-17,20045115.0,94.0,Released,Life of Brian,False,7.7,1230.0
1049,1049,False,0,12614,84865,en,5.378996,/8LMzl4oHkzpZN9b7EA9NPye8MNe.jpg,1982-04-25,28215453.0,132.0,Released,Victor/Victoria,False,6.9,89.0
1050,1050,False,0,21711,68334,en,11.862375,/8lC09MS1xO9mbtF54fIaJjEbckV.jpg,1972-08-23,0.0,110.0,Released,The Candidate,False,6.9,39.0
1051,1051,False,12000000,11575,59243,en,4.473327,/nc6FRAVC4a8o4podiFy2P5qI9ul.jpg,1965-07-01,25333333.0,160.0,Released,The Great Race,False,7.2,64.0
1052,1052,False,2500000,475,61418,en,12.109198,/3tX1FJiXnk515NtRuF18PFC4CVy.jpg,1967-07-18,50700000.0,111.0,Released,Bonnie and Clyde,False,7.6,384.0
1053,1053,False,0,11331,52027,en,1.728104,/cZw8zKKwEOUrSNo14Nk91kz82gm.jpg,1958-10-07,0.0,86.0,Released,The Old Man and the Sea,False,6.0,25.0
1054,1054,False,1400000,521,46912,en,7.853231,/xrpK1PyckNWmRxU4kZURfaCyboS.jpg,1954-05-29,3000000.0,104.0,Released,Dial M for Murder,False,7.9,539.0
1055,1055,False,0,21202,113731,en,0.1489,/uHKRkE0jOVQ6lnANqp1mWEDsro4.jpg,1995-11-22,0.0,135.0,Released,Madame Butterfly,False,4.8,3.0
1056,1056,False,6000000,88,92890,en,14.044122,/zMHIZHxKv6kdE3JFQqZFqj7OswK.jpg,1987-08-21,213954274.0,100.0,Released,Dirty Dancing,False,7.1,1371.0
1057,1057,False,1200000,500,105236,en,12.22034,/tB2ITHg556e7aTV6cqQqVAXkdxN.jpg,1992-09-02,14661007.0,99.0,Released,Reservoir Dogs,False,8.1,3821.0
1058,1058,False,6000000,792,91763,en,18.206972,/sYPOQI57JVNmjiLI3KeZ5KA8O9i.jpg,1986-12-18,138530565.0,120.0,Released,Platoon,False,7.5,1236.0
1059,1059,False,6500000,8491,98627,en,8.051891,/h3hjMREZEUPtDkZBiYDzLq0THk0.jpg,1989-07-05,30218387.0,97.0,Released,Weekend at Bernie's,False,6.4,255.0
1060,1060,False,49000000,402,103772,en,16.628427,/p1DHOfLFZmM567ePKfFNMV4mY92.jpg,1992-03-20,352927224.0,127.0,Released,Basic Instinct,False,6.5,869.0
1061,1061,False,38000000,10537,101761,en,7.829619,/9CkFrWAkg23YynYd2uJLyWznMZZ.jpg,1991-03-01,34416893.0,140.0,Released,The Doors,False,6.7,285.0
1062,1062,False,3705538,11386,104036,en,7.404329,/9Qqk3svM0I9QuabOPDNrJZdv3XJ.jpg,1992-09-02,62548947.0,112.0,Released,The Crying Game,False,6.9,180.0
1063,1063,False,12500000,9504,104348,en,6.792215,/4YgCTLcHEIeGyzrKpwz93rORb8l.jpg,1992-09-15,10725228.0,100.0,Released,Glengarry Glen Ross,False,7.5,330.0
1064,1064,False,12000000,15764,84707,en,15.417202,/7kBisRhUVzL09qSdNFeg33XbL1N.jpg,1982-12-08,30036000.0,151.0,Released,Sophie's Choice,False,7.4,149.0
1065,1065,False,10500000,601,83866,en,19.358546,/8htLKK03TJjKZOXJgihZCu8v0P.jpg,1982-04-03,792965326.0,115.0,Released,E.T. the Extra-Terrestrial,False,7.3,3359.0
1066,1066,False,0,67365,117577,en,0.617014,/l7sSxez2aIWQHYvk7O2lzMmu31q.jpg,1994-11-14,0.0,80.0,Released,The Search for One-eye Jimmy,False,6.3,4.0
1067,1067,False,0,25842,29992,en,1.896952,/kT3QJRVOdB4QLYJtdzLTcUNd4Re.jpg,1938-12-16,0.0,69.0,Released,A Christmas Carol,False,7.0,34.0
1068,1068,False,60000000,2119,99371,en,7.046753,/jNw4mKvTW3lSDOv9Ruiph6EQqXj.jpg,1990-06-27,157920733.0,107.0,Released,Days of Thunder,False,5.9,359.0
1069,1069,False,15000000,744,92099,en,20.301019,/orGXnBKfT41LxZhitLkXhqUfJJW.jpg,1986-05-16,356830601.0,110.0,Released,Top Gun,False,6.7,1736.0
1070,1070,False,0,136311,115531,en,0.51063,/iJTCKWGPaNyRTu2GFFDeoCQxUYe.jpg,1996-09-12,1910.0,97.0,Released,American Strays,False,6.8,5.0
1071,1071,False,1500000,221,48545,en,10.968169,/bEAoNvtqvO0c2lItNkKlKUqhPuw.jpg,1955-10-27,0.0,111.0,Released,Rebel Without a Cause,False,7.6,351.0
1072,1072,False,1800000,702,44081,en,7.301719,/xYaL9SJ7bQ9k1ZG6lVhemPsdzvP.jpg,1951-09-18,8000000.0,125.0,Released,A Streetcar Named Desire,False,7.6,291.0
1073,1073,False,0,25750,115885,en,7.97048,/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg,1996-10-08,0.0,85.0,Released,Children of the Corn IV: The Gathering,False,4.6,41.0
1074,1074,False,0,17642,116859,en,0.002079,/7AWx0SmqvNQ2kAsUPTR2JtVnswz.jpg,1996-09-27,0.0,87.0,Released,The Leopard Son,False,0.0,0.0
1075,1075,False,0,427043,115870,de,0.001193,/o7mCxvFTPY87wDMq6DC1laujRhe.jpg,1996-10-03,0.0,88.0,Released,Charm's  Incidents,False,0.0,0.0
1076,1076,False,0,146341,115684,es,0.564117,/47aRKuZk0NuxLeUCj2yVKyvpd0X.jpg,1995-09-12,0.0,105.0,Released,Bird of Prey,False,0.0,0.0
1077,1077,False,0,9305,117040,fr,10.793031,/s6Mkz01oFA5GTZFmYrytid0tYvZ.jpg,1996-05-20,0.0,80.0,Released,Microcosmos,False,7.7,61.0
1078,1078,False,0,37616,117284,en,1.669597,/r5rAF13jpTxRaaPqZRPKgmejiLW.jpg,1995-09-07,0.0,92.0,Released,Palookaville,False,5.4,7.0
1079,1079,False,0,11112,115580,en,3.277612,/y9h0SD2w9JqZlqanbUnyVfYSXRW.jpg,1996-10-25,0.0,114.0,Released,The Associate,False,6.2,49.0
1080,1080,False,12500000,21612,116378,en,2.772039,/lL7LUWGCcUxCcT1OPN05cipHbbR.jpg,1996-01-26,1227324.0,99.0,Released,The Funeral,False,7.3,31.0
1081,1081,False,0,141210,2250194,en,0.135596,/pQpyEmFTGaox4yLuUXmiD2IDIbA.jpg,2013-10-12,0.0,6.0,Released,The Sleepover,False,8.0,1.0
1082,1082,False,0,102461,113057,fr,1.813577,/3XbpQPwm8Ch2KoTjPWSBZM9dFZy.jpg,1995-05-29,0.0,90.0,Released,A Single Girl,False,6.8,8.0
1083,1083,False,0,36998,116581,fr,2.887239,/ijosdUJUUksFUfU5LqtFodntI2f.jpg,1996-01-01,0.0,118.0,Released,The Eighth Day,False,7.0,56.0
1084,1084,False,0,200383,114622,en,2.753163,/qevX0JBVA8l64xCiR6c4BzXzQCh.jpg,1996-01-03,0.0,90.0,Released,North Star,False,5.2,3.0
1085,1085,False,0,116844,112907,en,0.587824,/m4hhljww2oSBtEDPBqHRifSJXJd.jpg,1997-03-14,0.0,90.0,Released,Drunks,False,0.0,0.0
1086,1086,False,36000000,1630,117318,en,9.178371,/9F1eO4vH7yseGQEovIkXOm3Hrtq.jpg,1996-10-12,20300385.0,129.0,Released,The People vs. Larry Flynt,False,6.8,257.0
1087,1087,False,0,26626,116422,en,10.738755,/aZMYmtjim90B5ifnkHPUAVyfQ5L.jpg,1995-10-01,0.0,100.0,Released,Glory Daze,False,5.8,15.0
1088,1088,False,0,124837,117320,en,0.112669,/mk9i91EJ4bDtuQ11xQy4G0vLHFP.jpg,1996-06-19,0.0,105.0,Released,A Perfect Candidate,False,5.3,2.0
1089,1089,False,0,11816,82846,en,12.252186,/6eurFv9VjqJ35PyIc2H35C0Fyca.jpg,1981-12-04,19255967.0,109.0,Released,On Golden Pond,False,7.3,101.0
1090,1090,False,5000000,11843,72081,en,6.501177,/k3vzs4eMcqBpIabqDKNhirpsRjP.jpg,1975-05-21,41833347.0,113.0,Released,The Return of the Pink Panther,False,6.7,138.0
1091,1091,False,6788000,10379,101775,en,7.88101,/skRvltgHJXnFRMfZNOiID6o4UQn.jpg,1991-04-19,13878334.0,103.0,Released,Drop Dead Fred,False,5.9,107.0
1092,1092,False,70000000,2756,96754,en,9.809585,/kRP5dGXDhKt7bDpXX4YBa4dRwlL.jpg,1989-08-09,90000098.0,139.0,Released,The Abyss,False,7.1,822.0
1093,1093,False,1000000,790,80749,en,9.194572,/u9wAIHya0BHJvGJh3mBPr010U7C.jpg,1980-02-08,21378361.0,89.0,Released,The Fog,False,6.4,318.0
1094,1094,False,6000000,1103,82340,en,10.124544,/z1KTbKJh7vSTTXllxxE4DWG63rT.jpg,1981-05-22,50244700.0,99.0,Released,Escape from New York,False,6.9,720.0
1095,1095,False,1000000,11298,82533,en,6.715512,/zXiQCqtw5lZwrLDqRPbAJhT80Ri.jpg,1981-04-03,17985893.0,91.0,Released,The Howling,False,6.4,165.0
1096,1096,False,4940939,4480,91288,fr,4.883274,/8jJgzwahSu2H7kaGhBu7LPYxsj1.jpg,1986-08-27,0.0,120.0,Released,Jean de Florette,False,7.6,113.0
1097,1097,False,0,4481,91480,fr,5.939394,/yHi16Bp5fTvaYahaW4eqeV9IJtJ.jpg,1986-11-19,0.0,120.0,Released,Manon of the Spring,False,7.8,103.0
1098,1098,False,0,49688,107274,es,0.149107,/1ecnHYAlNARJU1cktlRRtKaRuUG.jpg,1993-01-01,0.0,90.0,Released,Johnny 100 Pesos,False,6.3,3.0
1099,1099,False,0,10765,81375,en,11.431866,/prlM1orr542htKHpWEqCOngYLn6.jpg,1980-10-06,0.0,109.0,Released,Private Benjamin,False,6.0,103.0
