title,genre,rating,release_date,runtime,original_language
Mulholland Drive,Drama Mystery Thriller,7.7,2001,147.0,en
Beautiful City,Drama,7.7,2005,101.0,fa
Rocco and His Brothers,Crime Drama Thriller,7.7,1960,178.0,it
Metalocalypse: The Doomstar Requiem,Animation Comedy Drama Music,7.7,2013,60.0,en
On Body and Soul,Drama Romance,7.7,2017,116.0,hu
Festival At The Poolroom,Comedy,7.7,1975,95.0,en
Dark Days,Documentary,7.7,2000,82.0,en
Pithamagan,Action,7.7,2003,139.0,ta
Kagemusha,Action Drama History War,7.7,1980,180.0,ja
Roger Waters: The Wall,Music,7.7,2014,133.0,en
Reverse,Comedy Drama Romance Thriller,7.7,2009,99.0,en
Nosferatu,Fantasy Horror,7.7,1922,94.0,de
Bus 174,Documentary Foreign,7.7,2002,150.0,en
The Truth,Drama,7.7,1960,127.0,fr
Joan the Maid 1: The Battles,Action Comedy Drama Family Thriller,7.7,1994,160.0,fr
The Holy Mountain,Drama,7.7,1973,114.0,en
Tales of the Night,Animation Fantasy,7.7,2011,84.0,fr
Before Sunrise,Drama Romance,7.7,1995,105.0,en
Hoop Dreams,Documentary,7.7,1994,171.0,en
The Ritchie Blackmore Story,Documentary Music,7.7,2015,134.0,en
Friend,Drama History War,7.7,2015,21.0,sq
Hacking Democracy,Crime Documentary,7.7,2006,82.0,en
Garbo: The Spy,Documentary Foreign,7.7,2009,88.0,en
Pride,Comedy Drama,7.7,2014,119.0,en
The Battered Bastards of Baseball,Documentary,7.7,2014,80.0,en
Harvey,Comedy Drama,7.7,1950,104.0,en
All I Desire,Drama,7.7,1953,79.0,en
The Devil and Daniel Webster,Comedy Drama Fantasy,7.7,1941,107.0,en
Breathless,Crime Drama,7.7,1960,90.0,fr
Stuart: A Life Backwards,Drama,7.7,2007,92.0,en
The Cow,Drama Foreign,7.7,1969,105.0,fa
Remembrance of Things to Come,Documentary,7.7,2001,42.0,fr
Ten Skies,Action Comedy Drama Family Thriller,7.7,2004,101.0,en
The Sudden Wealth of the Poor People of Kombach,Drama,7.7,1971,102.0,de
Black,Drama,7.7,2005,122.0,hi
Anvil! The Story of Anvil,Documentary Music,7.7,2008,90.0,en
Mahler on the Couch,Drama,7.7,2010,97.0,de
An Adventure in Space and Time,Drama,7.7,2013,90.0,en
Dancer in the Dark,Crime Drama Music,7.7,2000,140.0,en
Tekkonkinkreet,Action Adventure Animation,7.7,2006,103.0,ja
Pyaar Ka Punchnama 2,Comedy Drama Romance,7.7,2015,159.0,hi
Die Konferenz der Tiere,Animation,7.7,1969,93.0,de
Tokyo Godfathers,Animation Drama,7.7,2003,92.0,ja
Cool Hand Luke,Crime Drama,7.7,1967,126.0,en
Temple Grandin,Drama,7.7,2010,108.0,en
Bound by Honor,Action Crime Drama Thriller,7.7,1993,180.0,en
A Very Potter Musical,Comedy Music,7.7,2009,166.0,en
4 Moons,Drama,7.7,2014,110.0,es
The Adversary,Drama Romance,7.7,1970,110.0,bn
Koyaanisqatsi,Documentary Music,7.7,1982,87.0,en
The Pixar Story,Documentary,7.7,2007,87.0,en
My Name Is Khan,Drama Romance,7.7,2010,145.0,hi
The Organizer,Crime Drama,7.7,1963,130.0,it
Richard Pryor: Live on the Sunset Strip,Comedy,7.7,1982,82.0,en
I Am the Law,Action Comedy Drama Family Thriller,7.7,1977,0.0,fr
Black Cat: White Cat,Comedy Romance,7.7,1998,127.0,sr
Blind Chance,Drama,7.7,1987,123.0,pl
Infernal Affairs,Action Crime Drama Mystery Thriller,7.7,2002,101.0,cn
The War Between Men and Women,Comedy,7.7,1972,110.0,en
Donnie Darko,Drama Fantasy Mystery,7.7,2001,113.0,en
The Sound of Insects: Record of a Mummy,Documentary,7.7,2009,87.0,fi
Robin Williams: A Night at the Met,Comedy,7.7,1986,65.0,en
Shutter,Thriller,7.7,2013,134.0,ml
My Perestroika,Documentary,7.7,2010,88.0,en
Fear City: A Family-Style Comedy,Comedy,7.7,1994,93.0,en
Cléo from 5 to 7,Comedy Drama,7.7,1962,90.0,fr
Into the Universe with Stephen Hawking,Documentary,7.7,2010,86.0,en
Chemsex,Documentary,7.7,2015,83.0,en
Our Hospitality,Comedy Drama Family,7.7,1923,73.0,en
Sunless,Documentary,7.7,1983,100.0,fr
Vengeance Is Mine,Crime Drama,7.7,1979,139.0,ja
The Chaser,Crime Drama Thriller,7.7,2008,125.0,ko
Freaks,Drama Horror,7.7,1932,64.0,en
Anatomy of a Murder,Crime Drama Mystery Thriller,7.7,1959,160.0,en
Innocent Sorcerers,Drama Music Romance,7.7,1960,87.0,pl
Anthony Jeselnik: Caligula,Comedy,7.7,2013,59.0,en
Whisper of the Heart,Animation Drama Family,7.7,1995,111.0,ja
Synth Britannia,Documentary Music,7.7,2009,88.0,en
Buck,Documentary,7.7,2011,89.0,en
Scott of the Antarctic,Action Adventure Drama History,7.7,1948,111.0,en
Meshes of the Afternoon,Crime Mystery Thriller,7.7,1943,14.0,en
The Fantastic Flying Books of Mr Morris Lessmore,Adventure Animation,7.7,2011,15.0,en
Harlan County U.S.A.,Documentary,7.7,1976,103.0,en
We Are Not Angels,Comedy,7.7,1992,98.0,sr
The Music Room,Drama Music,7.7,1958,100.0,bn
Messi,Documentary,7.7,2014,93.0,es
Jimmy Carr: Telling Jokes,Comedy,7.7,2009,90.0,en
The Court Jester,Action Adventure Comedy Family,7.7,1955,101.0,en
Yi Yi,Drama Romance,7.7,2000,173.0,zh
Train of Shadows,Drama,7.7,1997,88.0,es
1971,Documentary History,7.7,2014,80.0,en
Nausicaä of the Valley of the Wind,Adventure Animation Fantasy,7.7,1984,117.0,ja
The Last Laugh,Drama,7.7,1924,90.0,de
Witch Hunt,Crime Documentary,7.7,2008,91.0,en
The Killing of America,Crime Documentary,7.7,1981,90.0,en
Safety Last!,Comedy Romance,7.7,1923,70.0,en
Life Risking Romance,Comedy Romance Thriller,7.7,2016,103.0,ko
Love: Rosie,Comedy Romance,7.7,2014,102.0,en
The Forbidden Door,Horror Thriller,7.7,2009,115.0,id
Angel Baby,Drama,7.7,1995,105.0,en
The Heart of Me,Drama Romance,7.7,2002,96.0,en
This Isn't Funny,Comedy Drama Romance,7.7,2015,86.0,en
Sign Painters,Documentary,7.7,2014,90.0,en
Herod's Law,Comedy Crime Drama Foreign,7.7,1999,120.0,es
The Last Days,Documentary Drama History War,7.7,1998,87.0,en
Street of Shame,Drama,7.7,1956,87.0,ja
The Last Command,Drama History Romance,7.7,1928,88.0,en
Wings of Hope,Documentary,7.7,2000,65.0,de
The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,Action Comedy Drama Family Thriller,7.7,1983,151.0,ru
The Gold Rush,Adventure Comedy Drama,7.7,1925,95.0,en
A Summer at Grandpa's,Drama Family,7.7,1984,93.0,zh
A Christmas Memory,Drama Family Tv-Movie,7.7,1997,96.0,en
Free Hand for a Tough Cop,Action Crime,7.7,1976,90.0,it
Parking,Drama Foreign,7.7,2008,112.0,zh
Train to Busan,Action Horror Thriller,7.7,2016,118.0,ko
3-Iron,Crime Drama Romance,7.7,2004,88.0,ko
N Is a Number: A Portrait of Paul Erdös,Documentary,7.7,1993,57.0,en
Angel's Egg,Animation Drama Fantasy Horror Mystery Science-Fiction,7.7,1985,71.0,ja
The Little Foxes,Drama Romance,7.7,1941,115.0,en
Bikes vs Cars,Documentary,7.7,2015,90.0,en
Numéro Deux,Drama,7.7,1975,88.0,fr
35 Up,Documentary Foreign,7.7,1991,123.0,en
First Monday in October,Comedy Drama,7.7,1981,98.0,en
Over Your Cities Grass Will Grow,Foreign,7.7,2011,105.0,en
Je t'aime moi non plus,Drama,7.7,1976,90.0,fr
Drunken Angel,Drama,7.7,1948,98.0,ja
Fiasco in Milan,Comedy,7.7,1959,0.0,it
Unfair Competition,Drama War,7.7,2001,110.0,it
Endless Poetry,Drama Fantasy,7.7,2016,130.0,es
Raging Bull,Drama,7.7,1980,129.0,en
Envelope,Action Comedy Drama Family Thriller,7.7,2012,17.0,en
The Most Wonderful Evening of My Life,Comedy Drama Mystery,7.7,1972,0.0,it
Am I Beautiful?,Comedy,7.7,1998,117.0,de
Small Change,Comedy Drama,7.7,1976,104.0,fr
Corpo celeste,Drama,7.7,2011,100.0,it
The True Cost,Documentary,7.7,2015,92.0,en
Taikon,Action Comedy Drama Family Thriller,7.7,2015,90.0,sv
The Killing,Action Crime Drama Thriller,7.7,1956,85.0,en
The Kingdom of Dreams and Madness,Animation Documentary,7.7,2013,118.0,ja
Black Narcissus,Drama,7.7,1947,100.0,en
Mía,Comedy Drama,7.7,2011,106.0,es
Die Nibelungen: Siegfried,Adventure Drama Fantasy,7.7,1924,140.0,de
Taare Zameen Par,Drama,7.7,2007,165.0,hi
Scream: Pretty Peggy,Drama Horror Mystery Tv-Movie Thriller,7.7,1973,74.0,en
Mission Blue,Documentary,7.7,2014,94.0,en
The Road Home,Drama Romance,7.7,1999,89.0,zh
Late Autumn,Drama,7.7,1960,128.0,ja
The Burmese Harp,Drama Music War,7.7,1956,116.0,ja
The Con Artists,Action Crime Thriller,7.7,2014,116.0,ko
Mr & Mme Adelman,Comedy Drama Romance,7.7,2017,120.0,fr
Footsteps in the Fog,Drama,7.7,1955,90.0,en
Yes or No,Comedy Romance,7.7,2010,107.0,th
Pufnstuf,Comedy Family Fantasy Music,7.7,1970,94.0,en
Center of My World,Drama Family,7.7,2016,115.0,de
Carlito's Way,Action Crime Drama Thriller,7.7,1993,144.0,en
The First Movie,Documentary,7.7,2009,76.0,en
@Suicide Room,Animation Drama Thriller,7.7,2011,110.0,pl
Kobe Bryant's Muse,Documentary Tv-Movie,7.7,2015,105.0,en
Year of the Devil,Comedy Documentary Music,7.7,2002,88.0,cs
Devils on the Doorstep,Drama War,7.7,2000,139.0,zh
The Cannibals,Drama Fantasy,7.7,1988,90.0,en
Ohyaku: The Female Demon,Action,7.7,1968,90.0,ja
Theo Von: No Offense,Comedy,7.7,2016,66.0,en
Duck Dodgers in the 24½th Century,Animation Comedy Science-Fiction,7.7,1953,7.0,en
Top Gear: The Worst Car In the History of the World,Comedy Tv-Movie,7.7,2012,73.0,en
Gods of the Plague,Drama,7.7,1970,91.0,de
No Man of Her Own,Drama,7.7,1950,98.0,en
Joint Security Area,Drama Thriller War,7.7,2000,110.0,ko
Petersburg: Only for Love,Comedy Drama Romance,7.7,2016,111.0,ru
Can Dialectics Break Bricks?,Action Comedy Drama Family Thriller,7.7,1973,90.0,fr
Action Hero Biju,Action Comedy Crime,7.7,2016,144.0,ml
Being There,Comedy Drama,7.7,1979,130.0,en
Shaolin vs. Lama,Action,7.7,1983,90.0,zh
Thieves by Law,Foreign,7.7,2010,90.0,en
Zombie and the Ghost Train,Comedy Drama Music,7.7,1991,88.0,fi
The Perks of Being a Wallflower,Drama Romance,7.7,2012,102.0,en
Black Night,Drama,7.7,2005,90.0,fr
A Pure Formality,Crime Thriller,7.7,1994,108.0,fr
Mishima: A Life in Four Chapters,Drama,7.7,1985,121.0,en
Along the Roadside,Comedy Music Romance,7.7,2013,118.0,en
All This Mayhem,Documentary,7.7,2014,104.0,en
Takva: A Man's Fear of God,Drama,7.7,2006,96.0,en
A Gentle Spirit,Animation,7.7,1987,12.0,en
Kapoor & Sons (Since 1921),Drama,7.7,2016,132.0,hi
I Killed My Mother,Drama,7.7,2009,96.0,fr
The Straight Story,Drama,7.7,1999,112.0,en
La crise,Comedy Drama,7.7,1992,0.0,it
Busting,Action Crime Drama,7.7,1974,92.0,en
My Bromance,Comedy Drama,7.7,2014,0.0,th
The Forest for the Trees,Drama,7.7,2004,81.0,de
Sehar,Action Foreign Thriller,7.7,2005,0.0,en
Son of Babylon,Drama Romance,7.7,2009,100.0,ar
Long Way North,Adventure Animation,7.7,2015,80.0,da
Root of All Evil?,Documentary,7.7,2006,93.0,en
Charade,Comedy Mystery Romance Thriller,7.7,1963,113.0,en
Billy Elliot: The Musical,Comedy Drama Music,7.7,2014,163.0,en
Microcosmos,Documentary,7.7,1996,80.0,fr
Freedom Downtime,Documentary Drama Foreign,7.7,2001,121.0,en
Mughal-e-Azam,Drama Foreign Romance,7.7,1960,173.0,hi
The Searchers,Western,7.7,1956,119.0,en
The Work of Director Spike Jonze,Documentary Music,7.7,2003,400.0,en
Kevin Hart: Laugh at My Pain,Comedy Documentary,7.7,2011,89.0,en
JLG/JLG: Self-Portrait in December,Documentary,7.7,1995,62.0,fr
Chaos,Comedy Drama Fantasy Mystery Romance,7.7,1984,188.0,it
From Morn to Midnight,Action Comedy Drama Family Thriller,7.7,1920,72.0,de
Gas: Inspector Palmu!,Action Comedy Drama Family Thriller,7.7,1961,94.0,en
The Tyrannical Father,Comedy,7.7,1941,114.0,pt
Blood Tea and Red String,Animation Fantasy,7.7,2006,71.0,en
Brighton Rock,Crime Drama Thriller,7.7,1947,92.0,en
The Case of the Grinning Cat,Documentary,7.7,2004,59.0,en
Cold Fever,Comedy Drama,7.7,1995,85.0,de
Bullet in the Head,Crime Drama Thriller,7.7,1990,130.0,cn
Just Around the Corner,Comedy Music,7.7,1938,70.0,en
To Live,Drama Romance War,7.7,1994,125.0,zh
The Old Mill,Animation,7.7,1937,9.0,en
PEEPLI [Live],Comedy Drama,7.7,2010,104.0,hi
St. George Shoots the Dragon,Drama Foreign War,7.7,2009,120.0,sr
Clerks: The Lost Scene,Action Comedy Drama Family Thriller,7.7,2004,9.0,en
Regular Lovers,Drama Romance,7.7,2005,183.0,fr
The Freshman,Comedy,7.7,1925,76.0,en
Fitzcarraldo,Action Adventure Drama,7.7,1982,158.0,de
Life Itself,Documentary,7.7,2014,120.0,en
Inside Job,Documentary,7.7,2010,109.0,en
What Would Jesus Buy?,Documentary,7.7,2007,91.0,en
A Sinner in Mecca,Documentary,7.7,2015,79.0,en
Laurence Anyways,Drama Romance,7.7,2012,168.0,fr
The Red Balloon,Drama Family Fantasy,7.7,1956,34.0,en
The Dead Zone,Drama Science-Fiction Tv-Movie Thriller,7.7,2002,83.0,en
Aloys,Drama Fantasy,7.7,2016,90.0,de
Neptune's Daughter,Comedy Music Romance,7.7,1949,95.0,en
Chris Rock: Bring the Pain,Comedy,7.7,1996,58.0,en
Rubber Johnny,Animation Horror,7.7,2005,6.0,en
Buster Keaton: A Hard Act to Follow,Comedy Documentary,7.7,1987,160.0,en
Floating Weeds,Drama,7.7,1959,119.0,ja
I Hate Mondays,Comedy,7.7,1971,98.0,en
Baptism of Blood,Drama Thriller,7.7,2006,110.0,en
In the Mirror of Maya Deren,Documentary Foreign,7.7,2002,103.0,en
Happy Together,Drama Romance,7.7,1997,96.0,zh
The Age of Shadows,Action Drama History Thriller,7.7,2016,140.0,ko
Susan Slept Here,Comedy Drama,7.7,1954,98.0,en
Scusate il ritardo,Comedy,7.7,1983,112.0,it
Garfunkel and Oates: Trying to be Special,Comedy,7.7,2016,62.0,en
The Bridge on the River Kwai,Drama History War,7.7,1957,161.0,en
A Night at the Movies: The Horrors of Stephen King,Documentary Tv-Movie,7.7,2011,58.0,en
Me and Earl and the Dying Girl,Comedy Drama,7.7,2015,105.0,en
King Kong,Action Adventure Drama Horror,7.7,1933,100.0,en
Lost Boys of Sudan,Documentary,7.7,2003,87.0,en
What Happened: Miss Simone?,Documentary Music,7.7,2015,101.0,en
Going Clear: Scientology and the Prison of Belief,Documentary,7.7,2015,119.0,en
Plato's Academy,Comedy Drama,7.7,2009,103.0,el
My Father's Glory,Adventure Drama,7.7,1990,105.0,fr
L'eclisse,Drama Romance,7.7,1962,126.0,it
The Take,Crime Drama Thriller,7.7,2009,173.0,en
The Journey,Comedy Drama Family,7.7,2014,102.0,zh
The Tillman Story,Documentary,7.7,2010,94.0,en
My Mom Is a Character,Comedy,7.7,2013,85.0,pt
Requiem for the American Dream,Documentary,7.7,2015,73.0,en
Köyden İndim Şehire,Comedy Drama,7.7,1974,77.0,tr
Sarah Silverman: A Speck of Dust,Comedy,7.7,2017,71.0,en
Harold and Maude,Comedy Drama Romance,7.7,1971,91.0,en
Life of Brian,Comedy,7.7,1979,94.0,en
Before the Rain,Drama War,7.7,1994,113.0,en
The Big Sick,Comedy Drama Romance,7.7,2017,120.0,en
The Wild Bunch,Adventure Western,7.7,1969,145.0,en
Love on the Air,Romance Tv-Movie,7.7,2015,0.0,en
My Dinner with André,Comedy Drama,7.7,1981,110.0,en
Control Room,Documentary,7.7,2004,84.0,en
Woman of Water,Action Comedy Drama Family Thriller,7.7,2002,115.0,ja
The Olsen Gang Sees Red,Comedy Crime Family,7.7,1976,100.0,da
La Classe Américaine,Comedy,7.7,1993,72.0,fr
Subarnarekha,Drama,7.7,1965,143.0,bn
The Butterfly Circus,Drama,7.7,2009,20.0,it
Uncle P,Comedy Family,7.7,2007,88.0,en
Geronimo,Drama,7.7,2014,107.0,fr
I: Daniel Blake,Drama,7.7,2016,100.0,en
Road,Documentary,7.7,2014,102.0,en
Over the Edge,Crime Drama,7.7,1979,95.0,en
Persepolis,Animation Drama,7.7,2007,95.0,fr
Gifted,Drama,7.7,2017,101.0,en
Birdboy: The Forgotten Children,Animation,7.7,2015,75.0,es
Scarlet Street,Drama,7.7,1945,103.0,en
The Up in Smoke Tour,Documentary Music,7.7,2000,119.0,en
Paris: Texas,Drama,7.7,1984,147.0,en
Clinton Cash,Documentary,7.7,2016,60.0,en
Crystal Lake Memories: The Complete History of Friday the 13th,Documentary,7.7,2013,400.0,en
Comedy Central Roast of Pamela Anderson,Comedy,7.7,2005,90.0,en
Old Partner,Documentary,7.7,2008,78.0,ko
The Nine Lives of Tomas Katz,Comedy Drama Fantasy Mystery,7.7,2000,87.0,en
Hot Wheels Acceleracers: Ignition,Animation Family Science-Fiction,7.7,2005,60.0,en
Jo Jeeta Wohi Sikandar,Drama Foreign,7.7,1992,174.0,en
Prescription: Murder,Action Comedy Drama Family Thriller,7.7,1968,0.0,en
Throne of Blood,Drama History,7.7,1957,110.0,ja
Batman: The Dark Knight Returns: Part 1,Action Animation,7.7,2012,76.0,en
Zatôichi's Pilgrimage,Drama,7.7,1966,82.0,ja
Sing,Drama,7.7,2016,25.0,hu
The Broken Circle Breakdown,Drama,7.7,2012,112.0,nl
De Nieuwe Wildernis,Documentary,7.7,2013,0.0,nl
Johnny Guitar,Drama Western,7.6,1954,110.0,en
Fireworks Wednesday,Drama,7.6,2006,102.0,fa
Little Criminals,Crime Drama,7.6,1995,91.0,en
Mimino,Comedy Drama Family,7.6,1977,92.0,ru
The Oath,Documentary Drama,7.6,2010,90.0,en
Home Sweet Home,Drama,7.6,2001,100.0,sv
This Is Spinal Tap,Comedy Music,7.6,1984,82.0,en
Key Largo,Crime Drama Thriller,7.6,1948,100.0,en
The Grump,Comedy Drama,7.6,2014,104.0,fi
Bill Burr: I'm Sorry You Feel That Way,Comedy,7.6,2014,80.0,en
Food,Animation Comedy,7.6,1993,14.0,cs
What Men Talk About,Comedy,7.6,2010,93.0,ru
The Land Before Time XIV: Journey of the Brave,Adventure Animation Family,7.6,2016,82.0,en
Dr. Mabuse: the Gambler,Crime Drama Mystery Thriller,7.6,1922,270.0,de
Hannah and Her Sisters,Comedy Drama,7.6,1986,107.0,en
Pony Excess,Documentary,7.6,2010,53.0,en
Dogville,Crime Drama Thriller,7.6,2003,178.0,da
City of Life and Death,Drama History War,7.6,2009,132.0,zh
Scattered Clouds,Drama Romance,7.6,1967,108.0,ja
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Documentary Music,7.6,2010,116.0,en
Winter Sleep,Drama,7.6,2014,196.0,tr
High Noon,Western,7.6,1952,85.0,en
Kevin Hart: Seriously Funny,Comedy,7.6,2010,72.0,en
Born in China,Documentary,7.6,2017,76.0,zh
Macon County Line,Drama,7.6,1974,89.0,en
Trailer Park Boys: Say Goodnight to the Bad Guys,Comedy,7.6,2008,60.0,en
Waiting for the Hearse,Comedy,7.6,1985,87.0,es
The Key to Reserva (La clave Reserva),Crime Thriller,7.6,2007,9.0,en
Wake in Fright,Drama Thriller,7.6,1971,114.0,en
Handicapped Future,Documentary,7.6,1971,43.0,de
The Hidden Blade,Drama Romance,7.6,2004,132.0,ja
Beauties of the Night,Documentary,7.6,2016,90.0,es
Christmas Oranges,Family,7.6,2012,100.0,en
Hannibal Buress: Live From Chicago,Comedy,7.6,2014,67.0,en
Trevor Noah: Afraid of the Dark,Comedy,7.6,2017,68.0,en
Raiders!: The Story of the Greatest Fan Film Ever Made,Documentary,7.6,2015,93.0,en
Life in a Fishbowl,Drama,7.6,2014,125.0,is
Battleship Potemkin,Drama History,7.6,1925,75.0,ru
Blue and Not So Pink,Drama Foreign,7.6,2012,114.0,es
I Think We're Alone Now,Documentary Romance,7.6,2008,64.0,en
Jules and Jim,Drama Romance,7.6,1962,105.0,fr
The Great War,Comedy Drama War,7.6,1959,137.0,it
Stagecoach,Adventure Western,7.6,1939,96.0,en
Trailer Park Boys: Live at the North Pole,Action Comedy Drama Family Thriller,7.6,2014,88.0,en
Elena,Documentary,7.6,2013,82.0,pt
The Year 01,Comedy,7.6,1973,90.0,fr
Peeping Tom,Horror Thriller,7.6,1960,101.0,en
Fire in Castilla (Tactilvision from the Moor of the Fright),Documentary,7.6,1961,20.0,es
Who Am I,Thriller,7.6,2014,105.0,de
Lage Raho Munna Bhai,Comedy Drama Romance,7.6,2006,144.0,en
The Hunchback of Notre Dame,Drama Horror Romance,7.6,1939,116.0,en
Paisan,Drama History War,7.6,1946,125.0,it
Our Folks,Comedy Foreign,7.6,1967,81.0,pl
Inequality for All,Documentary,7.6,2013,88.0,en
The Old Lady and the Pigeons,Animation Comedy Foreign,7.6,1997,25.0,fr
The Killer,Action Crime Drama Thriller,7.6,1989,110.0,cn
Laura,Drama Mystery,7.6,1944,88.0,en
100 Meters,Comedy Drama,7.6,2016,0.0,es
Get a Horse!,Animation Family,7.6,2013,6.0,en
Going to Pieces: The Rise and Fall of the Slasher Film,Documentary Horror,7.6,2006,88.0,en
Die Mondverschwörung,Comedy Documentary,7.6,2011,85.0,en
Exit Through the Gift Shop,Documentary,7.6,2010,87.0,en
Sunflower,Drama War,7.6,1970,109.0,it
Quest for a Heart,Animation Family,7.6,2007,78.0,fi
Ex Machina,Drama Science-Fiction,7.6,2015,108.0,en
Right Now: Wrong Then,Drama,7.6,2015,121.0,ko
Once Were Warriors,Drama,7.6,1994,99.0,en
Simple Simon,Comedy Drama,7.6,2010,85.0,sv
Love in the Afternoon,Drama Romance,7.6,1972,97.0,fr
The Farm: Angola: USA,Documentary,7.6,1998,88.0,en
A Visitor to a Museum,Drama,7.6,1989,136.0,ru
Mifune: The Last Samurai,Documentary,7.6,2016,80.0,en
Window Water Baby Moving,Documentary,7.6,1959,13.0,en
Liv & Ingmar,Documentary,7.6,2012,89.0,en
Little Crumb,Drama,7.6,1999,119.0,nl
Bonnie and Clyde,Crime Drama,7.6,1967,111.0,en
Prohibition,Documentary,7.6,2011,330.0,en
Bakuman,Comedy Drama,7.6,2015,119.0,ja
Night and the City,Drama Thriller,7.6,1950,101.0,en
Night Must Fall,Drama Mystery Thriller,7.6,1937,116.0,en
A Patch of Blue,Drama Romance,7.6,1965,105.0,en
The Crucified Lovers,Drama Romance,7.6,1954,102.0,ja
The Man from Nowhere,Action Crime Thriller,7.6,2010,119.0,ko
Heroes,Adventure Drama,7.6,2010,0.0,ca
Amores perros,Drama Thriller,7.6,2000,154.0,es
Spring: Summer: Fall: Winter... and Spring,Drama,7.6,2003,103.0,ko
Fox and His Friends,Crime Drama Romance,7.6,1975,123.0,de
The Book of Henry,Crime Drama Thriller,7.6,2017,105.0,en
The Nostalgist,Action Adventure Fantasy Science-Fiction,7.6,2014,17.0,en
Ingrid Bergman: In Her Own Words,Documentary,7.6,2015,114.0,sv
Paradise Lost 3: Purgatory,Documentary,7.6,2011,121.0,en
9/11,Documentary,7.6,2002,128.0,en
The Secret Scripture,Drama,7.6,2016,108.0,en
Before Sunset,Drama Romance,7.6,2004,80.0,en
Hum Hain Rahi Pyar Ke,Action Comedy Drama Family Thriller,7.6,1993,163.0,en
Happy People: A Year in the Taiga,Documentary,7.6,2010,94.0,en
Central Station,Drama,7.6,1998,113.0,pt
Two Lottery Tickets,Comedy,7.6,2016,86.0,ro
I Vitelloni,Comedy Drama,7.6,1953,107.0,it
A Short Film About Killing,Crime Drama,7.6,1989,84.0,pl
The Tiger and the Pussycat,Comedy Drama,7.6,1967,105.0,it
Hector,Comedy,7.6,1987,90.0,nl
Le Silence de la Mer,Drama Romance War,7.6,1949,88.0,fr
Earthlings,Documentary,7.6,2005,95.0,en
Two Women,Drama,7.6,1960,100.0,it
Rich Hill,Documentary,7.6,2014,91.0,en
The Taking of Pelham One Two Three,Action Adventure Crime Thriller,7.6,1974,104.0,en
Come Together,Comedy Drama Family,7.6,2016,4.0,en
Confessions,Drama Mystery Thriller,7.6,2010,106.0,ja
A Tale of the Wind,Documentary,7.6,1988,80.0,en
An Inspector Calls,Crime Drama Thriller,7.6,2015,86.0,en
Bunker Hill Bunny,Action Comedy Drama Family Thriller,7.6,1950,7.0,en
The Postman,Comedy Drama Romance,7.6,1994,108.0,it
L'Avventura,Drama Mystery,7.6,1960,143.0,it
Mickey's Christmas Carol,Animation Family,7.6,1983,26.0,en
The Boxcar Children,Adventure Animation Family,7.6,2014,86.0,en
Beat the Drum,Drama,7.6,2003,114.0,en
Alpine Fire,Drama,7.6,1985,120.0,de
The Gabby Douglas Story,Drama Tv-Movie,7.6,2014,90.0,en
Emma,Comedy Drama Romance,7.6,2009,240.0,en
Corn Island,Drama,7.6,2014,100.0,ka
Statues Also Die,Documentary,7.6,1953,30.0,fr
Girl: Interrupted,Drama,7.6,1999,127.0,en
Bad,Music,7.6,1987,17.0,en
Charly,Comedy Drama,7.6,2002,103.0,en
You'll Never Be Alone,Crime Drama,7.6,2016,81.0,es
Jim Gaffigan: Beyond the Pale,Comedy,7.6,2006,72.0,en
The Hero,Drama,7.6,1966,120.0,bn
Manufacturing Consent: Noam Chomsky and the Media,Documentary,7.6,1992,167.0,en
José & Pilar,Documentary,7.6,2010,117.0,pt
The Princess Bride,Adventure Comedy Family Fantasy Romance,7.6,1987,98.0,en
Three Poplars on Plyuschikha Street,Drama Romance,7.6,1967,79.0,ru
The Outlaw and His Wife,Drama,7.6,1918,136.0,sv
Stalag 17,Comedy Drama War,7.6,1953,120.0,en
The Big Blue,Adventure Drama Romance,7.6,1988,168.0,fr
Boys,Drama,7.6,1977,83.0,da
The Wrong Guy,Action Comedy,7.6,1997,92.0,en
The Last Run,Action Crime Drama,7.6,1971,95.0,en
Jim Gaffigan: Cinco,Comedy,7.6,2017,73.0,en
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,Documentary,7.6,2009,92.0,en
The Great Rupert,Comedy Family,7.6,1950,88.0,en
Don't Torture a Duckling,Horror,7.6,1972,102.0,it
My Night at Maud's,Comedy Drama,7.6,1969,110.0,fr
Shamus,Mystery Thriller,7.6,1973,106.0,en
Porco Rosso,Adventure Animation Comedy,7.6,1992,94.0,ja
Heavy Metal Parking Lot,Documentary Music,7.6,1986,17.0,en
Kind Hearts and Coronets,Comedy Drama,7.6,1949,106.0,en
Brazil,Comedy Science-Fiction,7.6,1985,132.0,en
Inherit the Wind,Drama History,7.6,1960,128.0,en
The Extraordinary Voyage,Adventure Documentary Fantasy,7.6,2011,78.0,xx
The Lower Depths,Crime Drama Romance,7.6,1936,90.0,fr
Kung Fury,Action Comedy Fantasy Science-Fiction,7.6,2015,31.0,en
The Hustler,Drama,7.6,1961,134.0,en
View From A Blue Moon,Documentary,7.6,2015,58.0,en
West of Memphis,Documentary,7.6,2012,150.0,en
Dylan Moran: What It Is,Comedy,7.6,2009,76.0,en
Guess Who's Coming to Dinner,Comedy Drama Romance,7.6,1967,108.0,en
