title,genre,rating,release_date,runtime,original_language
The Girl on the Bridge,Comedy Drama Romance,7.1,1999,90.0,fr
Mutiny on the Bounty,Adventure Drama History Romance,7.1,1935,132.0,en
The Class of '92,Documentary,7.1,2013,98.0,en
Brotherhood,Drama,7.1,2009,90.0,da
Julien Donkey-Boy,Comedy Drama,7.1,1999,96.0,en
The Bad Seed,Crime Drama Horror Thriller,7.1,1956,129.0,en
Full Out,Drama Family History,7.1,2015,94.0,en
Drifting Clouds,Drama,7.1,1996,96.0,fi
Going Places,Comedy Drama,7.1,1974,117.0,fr
I'm a Cyborg: But That's OK,Comedy Drama Romance,7.1,2006,105.0,ko
Reds,Drama History,7.1,1981,195.0,en
Ballerina,Adventure Animation Comedy Family,7.1,2016,89.0,en
Time to Leave,Drama,7.1,2005,85.0,fr
Nocturama,Drama Thriller,7.1,2016,130.0,fr
Freeheld,Drama Romance,7.1,2015,103.0,en
Hello Ghost,Comedy Drama Horror,7.1,2010,111.0,ko
Excalibur,Adventure Fantasy,7.1,1981,140.0,en
Hawking,Drama Tv-Movie,7.1,2004,90.0,en
Spider Baby,Comedy Horror,7.1,1967,81.0,en
Pitfall,Crime Drama Fantasy Foreign Science-Fiction,7.1,1962,97.0,ja
The Times of Harvey Milk,Documentary,7.1,1984,90.0,en
Batman: Year One,Action Adventure Animation Crime Science-Fiction,7.1,2011,64.0,en
Across the Universe,Adventure Drama Music Romance,7.1,2007,133.0,en
Chinese Take-Out,Comedy,7.1,2011,93.0,es
The Queen of Versailles,Documentary,7.1,2012,100.0,en
Assault on Precinct 13,Action Crime,7.1,1976,91.0,en
Fat: Sick & Nearly Dead,Documentary,7.1,2010,97.0,en
Planes: Trains and Automobiles,Comedy,7.1,1987,93.0,en
Now: Voyager,Drama Romance,7.1,1942,117.0,en
Holiday Inn,Comedy Drama Music Romance,7.1,1942,100.0,en
Ghost in the Shell Arise - Border 1: Ghost Pain,Action Animation Crime Science-Fiction,7.1,2013,58.0,ja
The Man Who Loved Women,Comedy Drama Romance,7.1,1977,119.0,fr
Happy Accidents,Comedy Romance Science-Fiction,7.1,2000,110.0,en
INLAND EMPIRE,Drama Horror Mystery Thriller,7.1,2006,180.0,en
The Odyssey,Adventure,7.1,2016,122.0,fr
Rad,Drama Family,7.1,1986,91.0,en
A Raisin in the Sun,Drama Romance,7.1,1961,128.0,en
Bleeder,Drama Horror Thriller,7.1,1999,98.0,da
...And Justice for All,Crime Drama Mystery Thriller,7.1,1979,119.0,en
Everything or Nothing,Documentary,7.1,2012,98.0,en
Tim's Vermeer,Documentary,7.1,2013,80.0,en
Pusher III: I'm the Angel of Death,Action Crime Thriller,7.1,2005,108.0,da
Gallipoli,Adventure Drama History War,7.1,1981,112.0,en
Nil by Mouth,Drama,7.1,1997,128.0,en
Kill Your Darlings,Drama Romance Thriller,7.1,2013,104.0,en
Ocean Heaven,Drama,7.1,2010,96.0,zh
Little Witch Academia,Action Animation Comedy Fantasy,7.1,2013,26.0,ja
Hunting Season,Crime Drama Mystery Thriller,7.1,2010,144.0,tr
Lemonade Mouth,Comedy Drama,7.1,2011,106.0,en
Talk to Me,Drama,7.1,2007,118.0,en
Cats Don't Dance,Animation Comedy Family Music,7.1,1997,75.0,en
The Pride of the Yankees,Drama Family,7.1,1942,128.0,en
Blancanieves,Drama Fantasy,7.1,2012,104.0,en
Harry and Tonto,Comedy Drama,7.1,1974,115.0,en
After the Thin Man,Comedy Crime Mystery,7.1,1936,112.0,en
Letters to Santa,Comedy Romance,7.1,2011,116.0,pl
Taste of Cherry,Drama,7.1,1997,95.0,fa
My Own Private Idaho,Drama Romance,7.1,1991,104.0,en
Tangled Ever After,Action Animation Comedy Family,7.1,2012,6.0,en
In Your Eyes,Drama Romance Science-Fiction,7.1,2014,105.0,en
The Sunset Limited,Drama,7.1,2011,90.0,en
The Painted Veil,Drama Romance,7.1,2006,125.0,en
Election 2,Crime Drama,7.1,2006,92.0,en
School Dance,Comedy Music,7.1,2014,85.0,en
A Christmas Carol,Drama Family Fantasy Tv-Movie,7.1,1984,100.0,en
The Man in the Moon,Drama Family Romance,7.1,1991,99.0,en
Marco Polo: One Hundred Eyes,Action Drama History,7.1,2015,28.0,ru
Maurice,Drama Romance,7.1,1987,134.0,en
Much Ado About Nothing,Comedy,7.1,2012,107.0,en
Red Dog,Comedy Drama Family,7.1,2011,92.0,en
The Mark of Zorro,Action Adventure Drama Romance Western,7.1,1940,94.0,en
Once Upon a Time in China II,Action Comedy,7.1,1992,113.0,cn
That Man from Rio,Action Adventure Comedy,7.1,1964,110.0,fr
Carry On Cabby,Comedy,7.1,1963,91.0,en
Loft,Drama Mystery Romance Thriller,7.1,2008,118.0,nl
Videodrome,Horror Mystery Science-Fiction,7.1,1983,87.0,en
Rabbits,Comedy Drama Fantasy Horror,7.1,2002,42.0,en
Bad Boy Bubby,Crime Drama,7.1,1993,114.0,en
The Proposition,Action Adventure Crime Drama Thriller Western,7.1,2005,104.0,en
The Visitors,Comedy Fantasy Science-Fiction,7.1,1993,107.0,fr
Suffragette,Drama History,7.1,2015,106.0,en
Veteran,Action Comedy Crime Thriller,7.1,2015,124.0,ko
Seven Brides for Seven Brothers,Comedy Drama Music Western,7.1,1954,102.0,en
Calvary,Drama,7.1,2014,100.0,en
Particle Fever,Documentary,7.1,2013,99.0,en
Omar,Drama Romance Thriller,7.1,2013,96.0,ar
Splendor in the Grass,Drama Romance,7.1,1961,124.0,en
The Night Stalker,Horror Mystery Tv-Movie Thriller,7.1,1972,74.0,en
Balto,Adventure Animation Family,7.1,1995,78.0,en
Yeh Jawaani Hai Deewani,Romance,7.1,2013,159.0,hi
Son of Saul,Drama Thriller War,7.1,2015,107.0,hu
Suspicion,Mystery Thriller,7.1,1941,99.0,en
The Preppie Connection,Crime Drama,7.1,2016,110.0,en
Hannah Arendt,Drama,7.1,2012,113.0,de
Felon,Action Crime Drama,7.1,2008,103.0,en
Secrets & Lies,Drama,7.1,1996,142.0,en
Don 2: The King is Back,Action Thriller,7.1,2011,145.0,hi
American Splendor,Comedy Drama,7.1,2003,101.0,en
Heart of a Dog,Comedy Drama Science-Fiction,7.1,1988,136.0,ru
Girls Trip,Comedy,7.1,2017,122.0,en
The Thief,Drama,7.1,1997,96.0,ru
Dirty Wars,Crime Documentary Drama Mystery War,7.1,2013,87.0,en
My Little Pony: Equestria Girls,Animation Comedy Family Fantasy Music,7.1,2013,72.0,en
Is the Man Who Is Tall Happy?,Animation Documentary,7.1,2013,88.0,en
The Mission,Action Adventure Drama History,7.1,1986,126.0,en
South Park: Bigger: Longer & Uncut,Animation Comedy Music,7.1,1999,81.0,en
The Sicilian Clan,Crime,7.1,1969,125.0,fr
The Front Line,Action Drama War,7.1,2011,133.0,ko
[REC],Horror Mystery,7.1,2007,78.0,es
The Wood,Comedy Drama Romance,7.1,1999,106.0,en
Welcome,Drama Romance,7.1,2009,110.0,fr
As the Gods Will,Horror Thriller,7.1,2014,117.0,ja
Invasion of the Body Snatchers,Horror Mystery Science-Fiction Thriller,7.1,1978,115.0,en
The Texas Chain Saw Massacre,Horror,7.1,1974,83.0,en
Sissi: The Fateful Years of an Empress,Drama Romance,7.1,1957,109.0,de
Mune: Guardian of the Moon,Animation,7.1,2015,86.0,fr
Swing Time,Comedy Music Romance,7.1,1936,103.0,en
24,Action Science-Fiction Thriller,7.1,2016,164.0,ta
Mountains May Depart,Drama Romance,7.1,2015,131.0,zh
Leaving Las Vegas,Drama Romance,7.1,1995,112.0,en
Every Blessed Day,Comedy,7.1,2012,102.0,it
The Hudsucker Proxy,Comedy Drama,7.1,1994,111.0,en
Carandiru,Drama,7.1,2003,148.0,pt
Narco Cultura,Crime Documentary,7.1,2013,103.0,en
Justice League: Crisis on Two Earths,Action Adventure Animation,7.1,2010,75.0,en
Frances,Drama,7.1,1982,140.0,en
Presumed Guilty,Crime Drama,7.1,2011,102.0,en
The Psychic,Horror Mystery Thriller,7.1,1977,95.0,it
The Darjeeling Limited,Adventure Comedy Drama,7.1,2007,91.0,en
Un Flic,Action Crime Drama,7.1,1972,98.0,fr
The Tree of Wooden Clogs,Drama History,7.1,1978,186.0,it
Ai Weiwei: Never Sorry,Documentary,7.1,2012,91.0,en
Knife in the Water,Drama,7.1,1962,94.0,pl
Baarìa,Comedy Drama,7.1,2009,150.0,it
My King,Drama Romance,7.1,2015,130.0,fr
The Seven-Per-Cent Solution,Mystery Thriller,7.1,1976,113.0,en
Listen to Me Marlon,Documentary,7.1,2015,103.0,en
La dictadura perfecta,Comedy Drama,7.1,2014,143.0,es
OMG: Oh My God!,Comedy Drama Fantasy,7.1,2012,125.0,hi
Christmas in Connecticut,Comedy Romance,7.1,1945,102.0,en
Daft Punk Unchained,Documentary Music,7.1,2015,85.0,fr
Lore,Drama Thriller War,7.1,2012,108.0,de
Time,Drama Mystery Romance,7.1,2006,97.0,ko
Queen of Katwe,Drama,7.1,2016,124.0,en
Lone Wolf and Cub: White Heaven in Hell,Action Foreign,7.1,1974,83.0,ja
In Darkness,Drama War,7.1,2011,145.0,de
Magnum Force,Action Crime Thriller,7.1,1973,124.0,en
Tom and Jerry: The Fast and the Furry,Animation Comedy Family,7.1,2005,75.0,en
A New Leaf,Comedy Romance,7.1,1971,102.0,en
T2 Trainspotting,Crime Drama,7.1,2017,117.0,en
Looking: The Movie,Comedy Drama Romance,7.1,2016,85.0,en
Woodstock,Documentary History Music,7.1,1970,225.0,en
The First Time,Comedy Drama Romance,7.1,2012,95.0,en
The Mad Adventures of Rabbi Jacob,Comedy,7.1,1973,100.0,fr
Irreversible,Crime Drama Mystery Thriller,7.1,2002,97.0,fr
My Name Is Nobody,Comedy Western,7.1,1973,117.0,it
The Witness,Documentary,7.1,2015,86.0,en
Jane Eyre,Drama Romance,7.1,1996,112.0,en
Skins,Comedy Drama,7.1,2017,78.0,es
Of Mice and Men,Drama,7.1,1992,110.0,en
Free to Play,Documentary,7.1,2014,75.0,en
Labyrinth,Adventure Family Fantasy,7.1,1986,101.0,en
The Past,Drama Mystery,7.1,2013,130.0,fr
A Star Is Born,Drama Music Romance,7.1,1954,181.0,en
Faces,Drama,7.1,1968,130.0,en
Scooby-Doo! Stage Fright,Adventure Animation Family,7.1,2013,75.0,en
Village of the Damned,Horror Science-Fiction,7.1,1960,77.0,en
The Search,Drama,7.1,2014,149.0,fr
Stories We Tell,Documentary,7.1,2012,108.0,en
Persuasion,Drama Romance,7.1,2007,93.0,en
Our Little Sister,Comedy Drama,7.1,2015,128.0,ja
The Ballad of Narayama,Drama,7.1,1983,130.0,ja
Still Crazy,Comedy Music,7.1,1998,92.0,en
Starred Up,Drama,7.1,2013,106.0,en
A Band Called Death,Documentary Music,7.1,2013,96.0,en
Dangerous Liaisons,Drama Romance,7.1,1988,119.0,en
Amen.,Drama History,7.1,2002,132.0,fr
The Outcasts,Comedy,7.1,2017,95.0,en
23,Drama Thriller,7.1,1998,99.0,de
Pi,Drama Mystery Thriller,7.1,1998,84.0,en
Winged Migration,Documentary,7.1,2001,98.0,fr
Thank You for Smoking,Comedy Drama,7.1,2005,92.0,en
Night Train to Munich,Drama Thriller War,7.1,1940,95.0,en
Jo,Comedy,7.1,1971,85.0,fr
Ida,Drama,7.1,2013,80.0,pl
A Very Long Engagement,Drama,7.1,2004,133.0,fr
Megan Leavey,Drama War,7.1,2017,116.0,en
The Gods Must Be Crazy,Action Comedy,7.1,1980,109.0,en
Assembly,Action History,7.1,2007,124.0,en
Sky Of Love,Drama Romance,7.1,2007,129.0,ja
Now Where Did the Seventh Company Get to?,Action Comedy War,7.1,1973,95.0,fr
24: Redemption,Action Adventure Crime,7.1,2008,102.0,en
Soldier Blue,Action Drama Romance Western,7.1,1970,112.0,en
Kumaré,Documentary,7.1,2012,86.0,en
Death and the Maiden,Drama Mystery Thriller,7.1,1994,103.0,en
The Soft Skin,Drama Romance,7.1,1964,119.0,fr
When Pigs Have Wings,Comedy,7.1,2011,98.0,fr
One Kiss,Comedy Romance,7.1,2016,101.0,it
Life Eternal,Comedy Crime Thriller,7.1,2015,123.0,de
Brute Force,Crime Drama,7.1,1947,98.0,en
Ghosts of the Abyss,Documentary,7.1,2003,92.0,en
Teen Titans: The Judas Contract,Action Animation Science-Fiction,7.1,2017,84.0,en
The Zookeeper's Wife,Drama History,7.1,2017,126.0,en
Empire of Dreams: The Story of the Star Wars Trilogy,Documentary,7.1,2004,151.0,en
Bad Education,Crime Drama Romance Thriller,7.1,2004,106.0,es
Fellini's Casanova,Drama History Romance,7.1,1976,155.0,it
The Way Way Back,Comedy Drama,7.1,2013,103.0,en
Places in the Heart,Drama Family,7.1,1984,111.0,en
The Great Train Robbery,Action Adventure Western,7.1,1903,12.0,en
Manhattan Murder Mystery,Comedy Mystery,7.1,1993,104.0,en
Frequently Asked Questions About Time Travel,Comedy Drama Romance Science-Fiction,7.1,2009,83.0,en
The Marriage of Maria Braun,Drama War,7.1,1979,116.0,de
The Express,Drama,7.1,2008,130.0,en
Funeral Parade of Roses,Drama,7.1,1969,104.0,ja
Thoroughly Modern Millie,Comedy Music Romance,7.1,1967,138.0,en
The Legend I,Action Adventure Comedy,7.1,1993,106.0,cn
Lars and the Real Girl,Comedy Drama Romance,7.1,2007,106.0,en
The Railway Children,Drama Family,7.1,1970,109.0,en
The Life Aquatic with Steve Zissou,Adventure Comedy Drama,7.1,2004,119.0,en
Whale Rider,Drama Family,7.1,2003,101.0,en
Holy Hell,Documentary,7.1,2016,100.0,en
Marshland,Mystery Thriller,7.1,2014,105.0,es
Blackadder Back & Forth,Comedy History,7.1,1999,33.0,en
World Record,Animation Science-Fiction,7.1,2003,10.0,en
Aningaaq,Drama,7.1,2013,7.0,en
Flashbacks of a Fool,Drama,7.1,2008,110.0,en
Little White Lies,Comedy Drama,7.1,2010,154.0,fr
Antoine and Colette,Drama,7.1,1962,29.0,fr
Waterloo,Action Drama History,7.1,1970,128.0,en
Milk,Drama History,7.1,2008,128.0,en
To Catch a Thief,Crime Drama Mystery Romance Thriller,7.1,1955,106.0,en
Flickering Lights,Action Comedy Crime,7.1,2000,109.0,da
The Challenger,Drama History Tv-Movie Thriller,7.1,2013,90.0,en
Jason and the Argonauts,Adventure Family Fantasy,7.1,1963,104.0,en
Sophie Scholl: The Final Days,Drama History,7.1,2005,117.0,de
Let the Bullets Fly,Action Comedy Documentary,7.1,2010,132.0,zh
Ariel,Crime Drama,7.1,1988,69.0,fi
Side by Side,Documentary,7.1,2012,99.0,en
The Firemen's Ball,Comedy Drama,7.1,1967,71.0,cs
Selena,Drama,7.1,1997,127.0,en
Suite Française,Drama Romance War,7.1,2014,107.0,en
I Capture the Castle,Drama Romance,7.1,2003,113.0,en
Kamikaze Girls,Comedy Science-Fiction,7.1,2004,102.0,ja
Death in Venice,Drama,7.1,1971,130.0,it
Senso,Drama History Romance,7.1,1954,118.0,it
Les Misérables,Crime Drama History Romance,7.1,1998,134.0,en
Knick Knack,Animation,7.1,1989,4.0,en
Picnic at Hanging Rock,Drama Mystery Thriller,7.1,1975,115.0,en
Pek Yakında,Action Comedy Drama,7.1,2014,0.0,tr
The Terror Live,Action Crime Thriller,7.1,2013,97.0,ko
The Wicker Man,Horror Music Mystery Thriller,7.1,1973,99.0,en
Trash,Adventure Crime Drama Thriller,7.1,2014,112.0,pt
Colossus: The Forbin Project,Science-Fiction Thriller,7.1,1970,100.0,en
Panic in the Streets,Crime Drama Thriller,7.1,1950,96.0,en
Young Mr. Lincoln,Drama History,7.1,1939,100.0,en
The Innocents,Drama,7.1,2016,115.0,fr
Knock on Wood,Adventure Comedy Crime,7.1,1981,81.0,fr
Dolores Claiborne,Crime Drama Mystery,7.1,1995,132.0,en
Adventures in Babysitting,Comedy Tv-Movie,7.1,2016,105.0,en
I Wish,Drama,7.1,2011,127.0,ja
Brubaker,Crime Drama,7.1,1980,125.0,en
Ghost World,Comedy Drama,7.1,2001,111.0,en
Their Finest,Comedy Drama Romance War,7.1,2017,117.0,en
Cargo 200,Drama Thriller,7.1,2007,89.0,ru
Ride the High Country,Action Western,7.1,1962,94.0,en
Point Blank,Action Crime Drama Thriller,7.1,1967,92.0,en
Somm,Documentary,7.1,2013,93.0,en
Hawks and Sparrows,Comedy Drama,7.1,1966,89.0,it
Raman Raghav 2.0,Crime Thriller,7.1,2016,127.0,hi
Design for Living,Comedy Romance,7.1,1933,91.0,en
A Dog's Life,Comedy,7.1,1918,33.0,xx
Outrage Beyond,Action,7.1,2012,110.0,ja
Cave of Forgotten Dreams,Documentary Family,7.1,2010,90.0,en
Zabriskie Point,Drama Romance,7.1,1970,113.0,en
Savior,Drama History War,7.1,1998,99.0,en
The Batman Superman Movie: World's Finest,Action Animation,7.1,1998,64.0,en
Hamlet,Drama,7.1,1948,155.0,en
One Man and his Cow,Comedy Drama,7.1,2015,91.0,fr
Last Tango in Paris,Drama Romance,7.1,1972,129.0,fr
And Soon the Darkness,Mystery Thriller,7.1,1970,99.0,en
Rock On!!,Drama Foreign,7.1,2008,145.0,hi
One Deadly Summer,Drama Mystery,7.1,1983,130.0,fr
Green Street Hooligans,Crime Drama,7.1,2005,109.0,en
Django,Action Western,7.1,1966,93.0,it
Silverado,Action Crime Drama Western,7.1,1985,127.0,en
Pleasantville,Comedy Drama Fantasy,7.1,1998,124.0,en
Mephisto,Drama,7.1,1981,144.0,de
The Mighty,Comedy Drama,7.1,1998,100.0,en
Jesus Christ Superstar,Drama History Music,7.1,1973,108.0,en
The Dark Valley,Drama Western,7.1,2014,115.0,de
Let It Ride,Comedy,7.1,1989,90.0,en
The Cutting Edge: The Magic of Movie Editing,Documentary,7.1,2004,98.0,en
Biutiful,Drama,7.1,2010,148.0,es
13 Assassins,Action Adventure Drama,7.1,2010,141.0,ja
The Married Woman,Drama Romance,7.1,1964,95.0,fr
The Killing of a Chinese Bookie,Crime Drama Thriller,7.1,1976,135.0,en
Confidentially Yours,Comedy Crime Drama,7.1,1983,110.0,fr
The Baader Meinhof Complex,Action Crime Drama History Thriller,7.1,2008,150.0,de
Nixon,Drama History,7.1,1995,192.0,en
The Good: The Bad: The Weird,Action Adventure Comedy Western,7.1,2008,130.0,ko
Project A,Action Comedy,7.1,1983,106.0,cn
Kurt Cobain: About a Son,Documentary Music,7.1,2006,96.0,en
The Orphanage,Drama Horror Thriller,7.1,2007,105.0,es
The Professional,Action Adventure Thriller,7.1,1981,108.0,en
Silent Light,Drama,7.1,2007,142.0,de
From Beyond the Grave,Horror,7.1,1974,97.0,en
Luxo Jr.,Animation,7.1,1986,2.0,en
Earth,Drama,7.1,1930,75.0,ru
Shadows in Paradise,Comedy Drama,7.1,1986,76.0,fi
Main Hoon Na,Drama,7.1,2004,175.0,hi
You: the Living,Comedy Drama Music,7.1,2007,95.0,sv
Fuck You Goethe,Comedy,7.1,2013,119.0,de
The Fly,Horror Science-Fiction,7.1,1986,96.0,en
The Bird with the Crystal Plumage,Horror Mystery Thriller,7.1,1970,98.0,it
Zero Day,Drama,7.1,2003,92.0,en
El Bola,Drama Foreign,7.1,2000,83.0,es
Hoosiers,Drama Family,7.1,1986,114.0,en
Elvis and Anabelle,Drama Romance,7.1,2007,106.0,en
African Cats,Adventure Documentary Family,7.1,2011,89.0,en
Clue,Comedy Crime Mystery Thriller,7.1,1985,94.0,en
The Connection,Action Crime Thriller,7.1,2014,135.0,fr
And Now for Something Completely Different,Comedy,7.1,1971,88.0,en
The Propaganda Game,Documentary,7.1,2015,94.0,es
Boy A,Crime Drama,7.1,2007,100.0,en
The Spanish Prisoner,Crime Drama Mystery Thriller,7.1,1997,110.0,en
A King in New York,Comedy Drama,7.1,1957,110.0,en
Ashes of Time,Action Drama,7.1,1994,100.0,zh
Planet Ocean,Documentary,7.1,2012,94.0,fr
They Live,Action Horror Science-Fiction Thriller,7.1,1988,94.0,en
The Color of Paradise,Drama Family,7.1,1999,90.0,fa
Hotel Chevalier,Drama Music,7.1,2007,13.0,en
It's All Gone Pete Tong,Comedy Drama Music,7.1,2004,90.0,en
Good Old Daze,Comedy,7.1,1994,101.0,fr
The League of Gentlemen,Comedy Crime Thriller,7.1,1960,116.0,en
I've Loved You So Long,Drama,7.1,2008,115.0,fr
Lone Wolf and Cub: Sword of Vengeance,Action Drama,7.1,1972,83.0,ja
Justice League: Doom,Action Animation Thriller,7.1,2012,77.0,en
The Breath,Action Adventure Drama History War,7.1,2009,128.0,tr
The Petrified Forest,Crime Drama,7.1,1936,82.0,en
Nightwatch,Horror Thriller,7.1,1994,107.0,da
The Fallen Idol,Drama Mystery Thriller,7.1,1948,95.0,en
Body Heat,Crime Drama Romance Thriller,7.1,1981,113.0,en
The Legendary Giulia and Other Miracles,Comedy,7.1,2015,115.0,it
Houdini,Drama History Tv-Movie,7.1,2014,210.0,en
Nas: Time Is Illmatic,Documentary Music,7.1,2014,74.0,en
Inside I'm Dancing,Drama,7.1,2004,104.0,en
Dear Frankie,Drama Family,7.1,2004,105.0,en
Don't Look Now,Drama Horror Thriller,7.1,1973,110.0,en
Seconds,Drama Mystery Science-Fiction Thriller,7.1,1966,100.0,en
High Strung,Drama Music Romance,7.1,2016,96.0,en
Stranger Than Fiction,Comedy Drama Fantasy Romance,7.1,2006,113.0,en
The Wind That Shakes the Barley,Drama History War,7.1,2006,124.0,en
Quiz Show,Drama History,7.1,1994,133.0,en
I: Claudius,Drama History,7.1,1976,669.0,en
Rust and Bone,Drama Romance,7.1,2012,123.0,fr
K-PAX,Drama Science-Fiction,7.1,2001,120.0,en
St. Vincent,Comedy,7.1,2014,102.0,en
Four Lions,Comedy Crime Drama,7.1,2010,101.0,en
House,Comedy Fantasy Horror,7.1,1977,88.0,ja
Happy,Comedy Documentary Drama Family Foreign Romance,7.1,2011,75.0,en
Berserk: The Golden Age Arc 1 - The Egg of the King,Action Adventure Animation Fantasy Horror,7.1,2012,76.0,ja
The Aristocats,Adventure Animation Comedy Family,7.1,1970,78.0,en
The Out of Towners,Comedy,7.1,1970,98.0,en
Rabbit Seasoning,Animation Comedy Family,7.1,1952,7.0,en
Elizabeth I,Drama History,7.1,2005,223.0,en
Strange Circus,Drama Horror Mystery Thriller,7.1,2005,108.0,ja
Garden State,Comedy Drama Romance,7.1,2004,102.0,en
Superman/Shazam!: The Return of Black Adam,Action Animation,7.1,2010,25.0,en
This Gun for Hire,Crime Drama Mystery Thriller,7.1,1942,81.0,en
Sergeant York,Action Drama History War,7.1,1941,134.0,en
A Girl at My Door,Drama,7.1,2014,119.0,ko
The Last of Sheila,Crime Mystery Thriller,7.1,1973,120.0,en
Dil Chahta Hai,Drama Romance,7.1,2001,183.0,en
I'm Not Scared,Crime Drama Mystery Thriller,7.1,2003,108.0,it
Samsara,Adventure Drama Romance,7.1,2001,138.0,en
Somewhere in Time,Drama Fantasy Romance Science-Fiction,7.1,1980,103.0,en
In the Mouth of Madness,Horror Mystery Thriller,7.1,1994,95.0,en
RoboCop,Action Science-Fiction Thriller,7.1,1987,102.0,en
Mardock Scramble: The First Compression,Action Animation Drama Thriller,7.1,2010,69.0,ja
Broken Embraces,Drama Romance Thriller,7.1,2009,127.0,es
The Princess and the Warrior,Drama Romance,7.1,2000,135.0,de
A Scene at the Sea,Drama Romance,7.1,1991,101.0,ja
Pussy Riot: A Punk Prayer,Documentary Music,7.1,2013,90.0,en
The Secret Garden,Drama Family Fantasy,7.1,1993,102.0,en
The Brain,Adventure Comedy Crime,7.1,1969,115.0,fr
Gentlemen Prefer Blondes,Comedy Romance,7.1,1953,91.0,en
Lovers of the Arctic Circle,Drama Mystery Romance,7.1,1998,112.0,es
Monkey Business,Comedy Music,7.1,1931,77.0,en
The Driver,Action Crime Drama Thriller,7.1,1978,91.0,en
Mickey's Twice Upon a Christmas,Animation Family,7.1,2004,68.0,en
Children Who Chase Lost Voices,Adventure Animation Drama Fantasy,7.1,2011,116.0,ja
The Salesman,Drama Thriller,7.1,2016,125.0,fa
Slap Shot,Comedy Drama,7.1,1977,123.0,en
Fun Is Beautiful,Comedy,7.1,1980,97.0,it
Interstate 60,Adventure Comedy Drama Fantasy Mystery,7.1,2002,116.0,en
Korengal,Documentary,7.1,2014,84.0,en
The Joy Luck Club,Drama,7.1,1993,139.0,en
The Young Victoria,Drama,7.1,2009,105.0,en
The Band Wagon,Comedy Music,7.1,1953,112.0,en
The Sandlot,Comedy Family,7.1,1993,101.0,en
Show Me Love,Comedy Drama Romance,7.1,1998,89.0,sv
Violent Cop,Action Crime Drama,7.1,1989,103.0,ja
La Cienaga,Comedy Drama,7.1,2001,103.0,es
Lust for Life,Drama,7.1,1956,122.0,en
Santa Sangre,Fantasy Horror Mystery,7.1,1989,123.0,en
The Way We Were,Drama Romance,7.1,1973,118.0,en
The Impossible Voyage,Adventure Comedy Fantasy Science-Fiction,7.1,1904,20.0,fr
Kiss Me Deadly,Drama Mystery Thriller,7.1,1955,106.0,en
Brian's Song,Drama Tv-Movie,7.1,1971,73.0,en
Two Rabbits,Action Crime Drama,7.1,2012,108.0,pt
A Fish Called Wanda,Comedy Crime,7.1,1988,108.0,en
The Bachelor and the Bobby-Soxer,Comedy Romance,7.1,1947,95.0,en
The Transformers: The Movie,Animation,7.1,1986,84.0,en
Four Bags Full,Comedy Drama,7.1,1956,80.0,fr
A World Without Thieves,Action Drama,7.1,2004,113.0,zh
The Legend of Sleepy Hollow,Animation Family,7.1,1949,34.0,en
She Wore a Yellow Ribbon,Western,7.1,1949,103.0,en
An Affair to Remember,Drama Romance,7.1,1957,111.0,en
Goliyon Ki Raasleela Ram-Leela,Drama Romance,7.1,2013,150.0,hi
The Ninth Configuration,Comedy Drama Horror Thriller,7.1,1980,118.0,en
Yellow Submarine,Animation Fantasy Music,7.1,1968,90.0,en
The Cocoanuts,Comedy,7.1,1929,96.0,en
The Italian Job,Action Comedy Crime Thriller,7.1,1969,99.0,fr
The Last Detail,Comedy Drama,7.1,1973,103.0,en
Dum Laga Ke Haisha,Comedy Drama Family Romance,7.1,2015,110.0,hi
Loose Cannons,Comedy Drama Romance,7.1,2010,110.0,it
The Long Good Friday,Action Crime Drama Thriller,7.1,1980,114.0,en
3:10 to Yuma,Drama Western,7.1,1957,92.0,en
Bianco: rosso e Verdone,Comedy,7.1,1981,110.0,en
Reign Over Me,Drama,7.1,2007,124.0,en
My Name Is Joe,Drama Romance,7.1,1998,105.0,en
Wicked City,Animation Fantasy Horror Thriller,7.1,1987,82.0,ja
Windstorm,Adventure Family,7.1,2013,105.0,de
The Attorney,Drama History,7.0,2013,127.0,ko
Little Lord Fauntleroy,Drama Family Tv-Movie,7.0,1980,103.0,en
Monsieur Ibrahim,Drama,7.0,2003,94.0,fr
Quo Vadis,Drama History Romance,7.0,1951,171.0,en
Jauja,Drama Western,7.0,2014,108.0,es
Honey,Drama,7.0,2010,103.0,en
Othello,Drama,7.0,1995,123.0,en
Dead Set,Comedy Drama Horror,7.0,2008,141.0,en
Conviction,Drama,7.0,2010,107.0,en
Ivan the Terrible: Part II: The Boyars' Plot,Drama History,7.0,1958,88.0,ru
Dead Ringers,Drama Horror Thriller,7.0,1988,115.0,en
Marina,Drama Music Romance,7.0,2013,118.0,fr
Phoebe in Wonderland,Drama,7.0,2008,96.0,en
Ruby Sparks,Comedy Drama Fantasy Romance,7.0,2012,104.0,en
Race,Action Drama,7.0,2016,134.0,en
Super Fly,Action Crime Drama,7.0,1972,93.0,en
The Goat,Comedy,7.0,1921,27.0,en
One Day,Drama Romance,7.0,2011,107.0,en
The Uninvited,Drama Fantasy Horror Mystery,7.0,1944,99.0,en
Lords of Dogtown,Drama,7.0,2005,107.0,en
The Bad News Bears,Comedy Family,7.0,1976,102.0,en
Failan,Drama Romance,7.0,2001,115.0,ko
The Match Factory Girl,Comedy Drama,7.0,1990,66.0,fi
